ID_encrypt,Start_Date,End_Date,1st_choice_elective,2ndchoice_elective,Quarter
0x01358693099A34062CA97408E97DABE34A5087A959DA884E63481C7A9DCD3B83A2A3272565DCE64E66176EA1557523A93B5DE2CFB1989CF8046ABBCC65AD7AC042,4/22/2016 17:44,4/22/2016 17:46,American Idioms and Slang,TOEFL Preparation,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Intermediate
0x01FAF4804C0DE6D61A387F54BB313AE97E7FEF344EED1D6E5EF1AAF46A5ACECDE3AA109879C02D61DE950186790761DC5EA5C729AE77FEA8E8D7F24309EEE02909,4/21/2016 14:50,4/22/2016 15:44,TOEFL Preparation,TOEFL Preparation,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Intermediate
0x0128275FA4092F8E6C01034A14F22F62669B8DE8A6A19102C1BD906123BFD68CF992ABDC50BA2BD08BCFE7AE9D988F1522D071534B4A0227052D42F01C97C246B3,4/22/2016 13:42,4/22/2016 13:44,Word Play (Academic Vocabulary Development),American Idioms and Slang,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Intermediate
0x018D3A05DB22614146FF469BAB616D88BE9B8547846346F044DB93F01467ADB3B371815C3E53733E013E7E0141FA1E7C1F5BE36FCD17D62F7B19C3CD42CF0925D3,4/22/2016 8:37,4/22/2016 8:40,TOEFL Preparation,Current Events,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Intermediate
0x0158C0AE7B0E7EA77F3A9D7526332764E588AD370D4D566754FADFBDCBA2F1A85CBACC6DB77E47E8FC239AA8124BC18CAC3F53974EFD34E973251CB43AFDFC1F20,4/21/2016 18:30,4/21/2016 18:33,TOEFL Preparation,Word Play (Academic Vocabulary Development),AIEP_Spring_2016_2nd_Half_Elective_Preferences_Intermediate
0x01807C6C5136BBEE62A909162896D6FC55A0162964ED58AB96E032786D394CFD0A414B17D37E525C5BB653208F964EF1E281F4F82BCA4948A37326AA274506DCB8,4/21/2016 16:27,4/21/2016 16:28,IELTS Preparation,IELTS Preparation,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Intermediate
0x01BD812EA0426F4EE5574DC2A0D39EF79EA8757CFE5E8ECAC491541D9268023476DF54CD7453BF3D740982BF6D6449BCE6917DFFFEC937380AFFB75624F070B278,4/21/2016 16:23,4/21/2016 16:25,IELTS Preparation,American Pronunciation,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Intermediate
0x017793E14F0D6F6AF793E388FD14E310F0B115192BD249B83B2D658E01E8B5F8B6F22DC116DA8FD0386A96658A8E024FF0C30116B9ECECA11E831E3193AB32F415,4/21/2016 15:24,4/21/2016 15:26,IELTS Preparation,IELTS Preparation,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Intermediate
0x01B5572CCB6E0A8168959F94454962CCF84363C941C77A1678E60436528CA4DA9C16E24A298BA459B4F661DF46E59E7F09C85A592659C58A595BBAE3540D6952E4,4/21/2016 15:18,4/21/2016 15:25,Word Play (Academic Vocabulary Development),American Pronunciation,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Intermediate
0x0109F33637F3AB8C36AE78EE7BB5F41B52A27455EC538F15D0719508154D2FC2ED604091FF8B855EA4C4286E2D2772F7146B94FD5A8F537F1681A6C61F8048D930,4/21/2016 14:22,4/21/2016 14:23,IELTS Preparation,American Idioms and Slang,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Intermediate
0x01338098E4CA354580B945CF14812EEB8AADF8B68C3228E718FEE554E92784523DF40C45457EBE95901E5158569F5D21DF24F4FE4C1AFDA903AC8ADB72FEC8AF2A,4/21/2016 14:20,4/21/2016 14:51,Current Events,English Through Drama,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Intermediate
0x01D17336310AAD233EAF9D01024BD7394957D0392052FC979E30AED560ECCC7224891F1551BB5584331289A25271AD4E92720263431F7A220176ADDCBA5590FAAA,4/21/2016 13:52,4/21/2016 13:59,American Idioms and Slang,American Pronunciation,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Intermediate
0x01FEEDF43EA7D2985C83A365ABB9DD404E1DEAE724AA64D417F455B20FB879F840C7D91AA75FDE231CBE3DB4653C2F0B129B398A5DC9459078C98620A124AE4F26,4/21/2016 13:05,4/21/2016 13:06,American Idioms and Slang,Word Play (Academic Vocabulary Development),AIEP_Spring_2016_2nd_Half_Elective_Preferences_Intermediate
0x01FB78B003DC0FC893B5395C8D28DA3AFD561397FE9C8C6C58179123BD31B97DD4F005404D4F45E0F3DAF172AB273643C209BD309DB5362B141ABF4D00407436E0,7/21/2016 12:05,7/21/2016 12:09,Word Play (Academic Vocabulary Development),IELTS Preparation,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x012D0E8763A62B3EBDB4C718A9A9EFD58DF7930876D436AFCFE8D8864E9ADD99075DC231421F55A0778375CD5F6901B1BD1B06A1C24244F05B699371892DFB08BC,7/19/2016 12:21,7/19/2016 12:23,IELTS Preparation,IELTS Preparation,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x01DC174F187ECC21E53AA7FB6AF69422687D76E4EEA079EE4A8FD3CDAA108F3F1A6077EA9F16450A16AAE2D1F19D617C3DA66935FE6EEB1F399A165845FC02F1B4,7/19/2016 12:13,7/19/2016 12:14,NULL,NULL,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x010A1404BA7AD50DD55B553BEDD989FCC7E0EEF1FEC048AE0E13C33D7B95BEC887B8D910E91E24B23A209C3A7F704E0CBF12C7DAB38CC99022BEA9EE4D67880B48,7/19/2016 1:12,7/19/2016 1:16,American Idioms and Slang,American Pronunciation,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x01F65D2C32A508196751F41D676C1926BC60504CA62D9E5FC119B0967D4BED6AA442DB090283318BB3D69AE789BFB915773F9CCDF57D7717CA7CEBAB6574DB6E2A,7/18/2016 22:18,7/18/2016 22:20,American Idioms and Slang,Word Play (Academic Vocabulary Development),AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x01C0A966E797EC99D3610A5C889AB6153D2C37793358E4684E437CA2E42763D5D5B5F67913F84BC7F504EF4CC497DC856992583CCC9717A2D893E575308BD2B1C6,7/17/2016 14:24,7/18/2016 18:33,American Idioms and Slang,American Pronunciation,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x012CEE6BAAEBD3E1E2DACE51873DDC243480B148F157E0704C4325282DC277D982E4806EBEA277CB796571A3D52B3B8C6D456FB5C362D2890D4B6E66E6434EBE65,7/16/2016 7:34,7/16/2016 7:36,TOEFL Preparation,American Pronunciation,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x0129A3638F0D76FB1741DCC693DD30BDA8041C15B62A7A22182972A64BE66166933651B8FE92A85A38BF5D14932D83F964EABAF0A0FD82890F84804D411E4DA9C1,7/14/2016 23:13,7/14/2016 23:13,TOEFL Preparation,TOEFL Preparation,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x01D4C80C42F0349BEE9D8F6243AF9BA883FA294C76766CCAB971868E2A384C63B6A634260AE23BD4E3F4DFBC7FE046CC67D5270B4F6EAB2485EE211328E903BC37,7/14/2016 21:01,7/14/2016 21:11,Community Service,Word Play (Academic Vocabulary Development),AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x015DE0687BE39F4AFC415E00D3E40A1A64BF891C48CBF4EDEA503CC01DCB49387F0AF76AA294A07BBB595A0622595EDB9E6FBDE33E3715EE1CD4F928B766C6B6F6,7/14/2016 15:21,7/14/2016 15:22,IELTS Preparation,IELTS Preparation,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x016554D735B4D3D849B5FFE2A09A9AA8764F00C20C6F3950493E9C0D69F6CB8ED35E0DD56BD220A5F7928744CCFC7BD88086E6D42669233AF881FB8AF7D32E6B05,7/14/2016 13:20,7/14/2016 13:21,TOEFL Preparation,American Idioms and Slang,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x016E5043330D25C5DE710B8E2F466A385E5F6F75CED86996F305964B4F82CD39B623BD2BDD08ECC2ED75375DDF09C09F58C16EE9D537485DC7771EBE92DD9AC662,7/14/2016 13:16,7/14/2016 13:19,TOEFL Preparation,TOEFL Preparation,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x0157FDDF2303EF68BE158008B5D165DEF43E0106796A480D81FBD48079ACD62D5C0045CEFAC33B9E8FAC496350B2F96129F3CA28767385B994B47BCB372ADA5908,7/14/2016 12:45,7/19/2016 12:49,IELTS Preparation,English Through Drama,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x01B88266948B0F092255B94C4EF17F9226FC64FE7828EDBB97301848EACCD344E56BAC12FBF73F61EB17E88B8463810B76CCC5E4256C96D08EF2CF81D1752377AE,7/14/2016 11:56,7/14/2016 12:00,IELTS Preparation,Word Play (Academic Vocabulary Development),AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x01389B57FD9F4014DD1F1E4797CE186E1456179498329DE780D62E243B1B47AE71B433955359CDAD4355985E44B1666B0CCF82624069272605A0F4A590DC674039,7/14/2016 11:23,7/14/2016 11:24,NULL,NULL,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x01A284BF7D57175994094331621F4244FE4E198B0A6B3FC9DE2AAD3C741FF5BFD5040418E5D41982FF326FD96DB77821BC822CD63BCB880D2F12027C0A732919C4,7/14/2016 11:18,7/14/2016 11:20,IELTS Preparation,IELTS Preparation,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x01BBE1ABC046448258FB91C6D58B23442C8DE895260BAFF26822F451855BD6A08854A3B5090F3A61265030AD46FF736FB9690287BB53448549E971B5AAB5280888,7/14/2016 10:36,7/14/2016 10:38,TOEFL Preparation,TOEFL Preparation,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x0154C0BF0DC6EA2551DFF0535DF202E5924A575D287D8F77A67F03CC4ACDB858CF7D6D48A8F9588A5906F35E7688F60C78C6FB5B88AEEC0E535BE5F084D054D872,7/14/2016 10:36,7/14/2016 10:39,TOEFL Preparation,American Idioms and Slang,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x010CB178D3F8E7CA9418F42D609644FE112696AF3D2D62BF42CED658D2FFAA68B497EE83DCA59D91F8AE96ECAA0A4F8FC5BF7809861A105F239D787E400C322FCC,7/14/2016 10:16,7/14/2016 10:19,TOEFL Preparation,Word Play (Academic Vocabulary Development),AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x019AC236AF4DF8D084A30C1432DAC34ACC58F26F94B202D362A3AD3F036CDD05971492CE9186B03F4527A4BC7C3AA330D88272DB02DF29318A4D1AAD5C19DF99B2,7/14/2016 9:05,7/14/2016 9:06,IELTS Preparation,IELTS Preparation,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x01DE27367145B5435578CB6281A91C479786F9621BEF0DC297368AF3B45D0EA23B0F0DAB84096555EE466367FB30CB6D613B9212A71A6325276C05FB5946731E28,7/14/2016 9:04,7/14/2016 9:06,Word Play (Academic Vocabulary Development),American Idioms and Slang,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Intermediate
0x0165FF5319D0E04EAC2D03C36CAEFC05B95DF79D9F349A59451CAEC1EC4A48F15A20008C4B722E1C1A5D6D7F9A2E4573549A26FBCC2F48DD727E7EBA49E2670FD2,2/9/2017 10:48,2/9/2017 10:50,IELTS Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x019DC83F9B836069F7A478C9111F68F9E43104272AC33AF5D4E90CC90C16F411B6DF3E8E78907143C6863A21DFAC8B3F8B4F77BD84BFB20171395BD296FD7EB5A9,2/9/2017 9:04,2/9/2017 9:05,IELTS Preparation,IELTS Preparation,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x015A8518E3E3CBC888076B181A55AE0BE5865297E7E106E832F2D49AD3E97101B8A9EECA41E36CA87C990B40F52F67AEC0E0659643F04CA3BAD1BEC9E380A4A7E9,2/9/2017 8:52,2/9/2017 8:59,American Pronunciation,Current Events,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x012C6ABBC8E3C522E8047C817285B78335EB8899962CFBCF53D2A2BDA16F1359BD78B2D5E88580B3B022002F4F5F2FD064BF42EE489CECBC5E038CE6866353F709,2/9/2017 8:35,2/9/2017 8:36,Word Play (Academic Vocabulary Development),Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01BDC08C21D9A5F0B0572C2E7B0A5ED07A6398FDC001E8D49E8D3BEB6D2899EB01F323D8AE52B1BB7536F0CFB2892EBC69D79EF8D74A97593C0CE69C3B4C60ED75,2/9/2017 8:23,2/9/2017 8:24,IELTS Preparation,TOEFL Preparation,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01503E51DFE67A196A346F4DC2DA758E1F0798E832981E3953F21EF12D58877A4515AD2C5739ABA4E2692DA832E2B6E7022EFC22DC241BD6EDC7604808540D02AB,2/8/2017 20:36,2/8/2017 20:44,Current Events,American Idioms and Slang,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x013F37AFD61E075778E733AB96F0D241D91937805625B90150A327D9B385C9067436E313849B0B0F39F31C1943728E06491F0162FEA56D66B439AD86E15060BD8D,2/8/2017 17:42,2/8/2017 17:45,IELTS Preparation,IELTS Preparation,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01EC49875A9CB23A49CA04E9D2F0BC766621124CD945BCDAFFB48BE3F14A46C03A81B0397C9E7898F76F81EC96B5196B380F2379E4DBF2ED797CC1433607AE8DF9,2/8/2017 17:29,2/8/2017 17:32,Word Play (Academic Vocabulary Development),English Through Drama,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x012A09F95101807404FF07E4364386A87576FE301ADEFDA48442010292D67902AD9DC61EA4ACB1CC1E66BD5403F94A0EA5E57FAB300E6FB2711F52ACC585805A87,2/8/2017 15:17,2/8/2017 15:21,IELTS Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x0178954242F4FAEE2B05DF73179E739EBBEA46A1F5CE10CEC323B74E16E5302A75D5FD1B886121F8E82B6AD40D2428D5B0182A28FBD0D333FEAE52FAE335BB4E34,2/8/2017 11:15,2/8/2017 11:23,Word Play (Academic Vocabulary Development),Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01545C4D84D36290CAD3B49D0401D16D0238002368F6F65202AC24F87BAB9C5E7485CB841A0920FA4EED838EED0D5FDA64345D92C0A8DF169911FA19FB00DBEC87,2/8/2017 10:59,2/8/2017 11:02,Word Play (Academic Vocabulary Development),Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01972B3B79F47EBAACF105780563DACB684D5836072F8CBD0F864D5937BEE9A54616A64CBCD5890B7C800E908D7D6B74E1A965A128D4F0B7D7C9D7DE37825231B0,2/8/2017 10:49,2/8/2017 10:50,NULL,NULL,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x017CE9A84CA25CE1C466520586A452CA8D5E0402A597196FF7D91B424D3853FC9F2DAC78A8CC976695297379760DF1B70B412ADE9A0B05F35A52DC011C9F7392B0,2/8/2017 9:03,2/8/2017 20:03,TOEFL Preparation,IELTS Preparation,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01119F9CCE447E1602391AA272802F5BE0B838B7E5862BAD60BF0B77913C4D73B0C9A70470B3CFF589AD4F68D24C836C215E518130B7F27EA0410AFB00AA2EB44B,2/8/2017 6:36,2/8/2017 6:37,Word Play (Academic Vocabulary Development),American Idioms and Slang,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x0198EFFAFE06C397F712E6A32FAA48F9163CDDD38B0102479FEC471A750922521B5D674E2771DB08A397FFA40A8E4C5A678B7B841A453A175124CA3981688C85CA,2/7/2017 23:40,2/7/2017 23:41,Word Play (Academic Vocabulary Development),American Idioms and Slang,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01E63DB5C5445901AFC1126ABF1F0957A0918E9362DC4B1EB519627D195FD2CB28B534241998CED85963465A173238A2F316C59DE2D3CA143208163C88570A851C,2/7/2017 17:03,2/7/2017 17:10,TOEFL Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01119F9CCE447E1602391AA272802F5BE0B838B7E5862BAD60BF0B77913C4D73B0C9A70470B3CFF589AD4F68D24C836C215E518130B7F27EA0410AFB00AA2EB44B,2/7/2017 12:38,2/7/2017 12:40,Word Play (Academic Vocabulary Development),Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x017E54127CD80AF6B161E944B89F6A05B293F1DCDFD94DFD126A7BBB4756B2EA7AF151AD745B1D0692FBE50B60078A36ADAE18D44354320A48E3D88F75F6782010,2/7/2017 12:28,2/7/2017 12:32,IELTS Preparation,IELTS Preparation,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01A6AC764DD48AF68412777A0CC2F0A5ABD96C1EEFB3B6C397717674498D8669A68D01DD62BCBA0F5BC5D556E40399798AB8753E507398748C47AE1FAB442167D0,2/7/2017 5:21,2/7/2017 5:23,IELTS Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x018AD18B601231FE8C474C4937925DB6E3CE96004D17BD2B0A04CB883CED4FE0AA29FA4C93924FA2848C2FA1E20BC997E37406EAED374FCB500F9A69F1C6C7C492,2/6/2017 20:30,2/6/2017 20:32,American Pronunciation,English Through Drama,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01C9F8160A11BEBCDC96BD3F240F47A985068F5B45CD00B02ABDACEBE4D9D0F3EA708B5483407A70FA0B8550D720BF0F170BC149E895A1BF2F9BA2C4250992F0ED,2/6/2017 18:05,2/6/2017 18:06,American Pronunciation,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01C479462683B419EC0555DB324B0CA5A7369E5101E2D7EDFE0DC9241B1E7C3B77E45C3DF79C9D6D6E9A837F89C49F4B2A9C56FAA3B638FCB01EE46AC53464F9AF,2/6/2017 15:15,2/6/2017 15:17,Word Play (Academic Vocabulary Development),IELTS Preparation,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01D971D4D88D10FEA783870EE4581E125E72D11316C4C0A01EAFAB79E019A5DBC15FBEE59BAD8F4BD6B5C5135299762A2288283BCAEFE02BF2350B46EA21AFD596,2/6/2017 15:04,2/6/2017 15:05,Word Play (Academic Vocabulary Development),Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01EC49875A9CB23A49CA04E9D2F0BC766621124CD945BCDAFFB48BE3F14A46C03A81B0397C9E7898F76F81EC96B5196B380F2379E4DBF2ED797CC1433607AE8DF9,2/5/2017 18:23,2/5/2017 18:35,Word Play (Academic Vocabulary Development),English Through Drama,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01D48A77DFD31A6EA225BEF0C00F202CD7C6ABFAAD438856F3BA6F259DB3E62C98F91AC9D2CD16BC1C6C5DFFBD15D89D68A255AD5D12E2783AD28CD84A939120FF,2/3/2017 9:27,2/3/2017 9:28,TOEFL Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01C02DB60F263CDD16C0309078CDF2A9AD8448AB31736981FA1CB7E05E9C4B4FE327712C3961760356954FCCE3C4E5366646FEA3605879BE61B5463EC4715BB932,2/2/2017 19:36,2/2/2017 19:41,American Idioms and Slang,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x0196D05806BA926A6B04165B6A4E0439634BB3639D6DA02107D3BD59A4309AA8FBDFA677143E5C7C34D97264B55B6169166D896BD77C7C4EEFDC1591D52948B373,2/2/2017 16:22,2/2/2017 16:24,IELTS Preparation,Current Events,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x0160B9D222E6BA0F510945C9B7FD4C8C9FC76E3034343F2FB499CE489AE1C115E4556D40B4AD45ADCB82C0A161F826ED33501587082AC2ED628D688C5558D3EF96,2/2/2017 13:01,2/2/2017 13:03,TOEFL Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x014417D3D6B8122827F4958704C6404A949ECC24DBC602BEFF4B2BB039646E8DE3E53CEA5C289794B61EFDAC10F258F27CCCB361E6A480DE34A8DDFB66BF5A4EAE,2/2/2017 12:40,2/2/2017 12:51,TOEFL Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01D4759C9C6C93F5F3888D0E0C2FFE476D764220F4FCBC843B54070B7BE1C00CF114DC9659E38EA70E082E14B482A072BCB5BA0356F088706AB737CF1BBBBAEDB4,2/2/2017 12:32,2/2/2017 12:34,TOEFL Preparation,TOEFL Preparation,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01B4905FD5640E63611F302815974CF5642E36FF21A35F2AF582754EBE2181C2279B56545CCFD6F00AEF20D175A964030C15A9437264558A86B4228BACA615C86C,2/1/2017 21:35,2/1/2017 21:39,Word Play (Academic Vocabulary Development),American Idioms and Slang,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01944F3842D70D640D10DE3F308EB4630A8340FE68E52A991C0D259A697E04FEECEF34783800552FCB4FE28BB0428F07A83779CEBD101071C953159A753E6D895D,2/1/2017 19:17,2/1/2017 19:20,TOEFL Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x014B8AB51CF7BD63ABA23985DFFEBAD7B8E5D3C1909FF3927BCC275B8580B55BBB139985D0AD18EA06AF7006A8E7E31EB6435C4B3686CDC0225A7FC69E2B44B103,2/1/2017 17:28,2/1/2017 17:30,TOEFL Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01555D4BFFE1161DF7BF05F38A2CF3E34A2AB3162DE6791397B240AF06F4CC2A6165D53F9325CD412D40E96AA09F91B9A74B24325898FEC6E4D7E231B08EC72532,2/1/2017 17:07,2/1/2017 17:13,TOEFL Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01283D91E83998B4DEF0C4192BBA64E21F3D8B9EA80D5FD06B1D1AFDAAF025F875D722383DE97F9309018FD1CC96AABBE000B91ED87E01A4ACF4887A2CCB3E02A0,2/1/2017 16:41,2/1/2017 16:43,IELTS Preparation,American Idioms and Slang,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x018A63D8C5D9E2E87BACD416E84284B92C0617233AA2D03E41A0FB5C389F20F5E7BFE41CB5869C76FA892039B280191C1A2B422447B9EC307F90DBA0C0131F5C45,2/1/2017 10:27,2/3/2017 9:28,American Pronunciation,English Through Drama,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
0x01D2FED2789479C81D20A418FB0B70C0B7B8A90803E4941442E117D7A836E1FE903B9C5C220954E9FDE98E10BDF53C2C1BA3AC3FC5BDA37D118CEF83BD0844308D,2/1/2017 9:57,2/1/2017 10:01,TOEFL Preparation,American Pronunciation,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Intermediate
