ID_encrypt,Level,_What_did_you_do_before_studying_at_ALC__,_What_will_you_do_after_the_ALC_program_ends__,_Who_pays_for_you_to_study_at_ALC__,_How_did_you_hear_about_ALC__,_Which_digital_devices_do_you_have_with_you_in_LA__,_How_do_you_stay_in_contact_with_your_friends__,_Which_English_test_have_you_taken_within_the_last_6_months__,_What_was_your_score__,_Which_English_test_do_you_plan_to_take_in_the_next_6_months__,_What_major_or_field_do_you_plan_to_study_after_you_complete_your_ALC_program__,Quarter
0x017CE9A84CA25CE1C466520586A452CA8D5E0402A597196FF7D91B424D3853FC9F2DAC78A8CC976695297379760DF1B70B412ADE9A0B05F35A52DC011C9F7392B0,NULL,student,UNEX certificate,family,Internet,computer,SMS,none,NULL,none,Business/Finance,AIEP_FA16
0x01E68A5A1EE8FFD5487E14D2F11832AC5C09FDA48F7161B02EE9323388F4D5DE8265878D9BF60143402C3915570C296611D694A4A688270A6E157A56D43467C0F6,NULL,student,return to home country,family,Internet,"computer,mobile device",social websites,none,NULL,none,Business/Finance,AIEP_FA16
0x0109F3FD0977A9AF8A0EC4FCA8708F1A23B82ACDF291D1B3BA2074ABBF8FC61F506AC35C884C2DDA9FCE38CDFF1B365280A70CA24E8862A0E2D6BBB2371252625B,NULL,working,UNEX certificate,self,Internet,"computer,mobile device",social websites,TOEFL,74,iBT-TOEFL,Business/Finance,AIEP_FA16
0x01F6751A2B573DED5D272D982C65FF5FDB843B9A3EC6F524622F4BFCEB4CF35625F94123EB60B616F32404594DDC63CCB9F24C72693D6B0E0647B08A0BBF0D4916,NULL,student,MA or PhD,family,agent,"computer,mobile device","email,SMS,social websites",IELTS,NULL,none,Other: Political Science,AIEP_FA16
0x019638C20533447A6D57544AEF6A34C761E19F77AD8BF99C820AD3CEF4D2799865E35C708BBC7F3ECB42EBE0C91D2D9C5C587EBA1904386661DE2A7408B3B4DF01,NULL,student,return to home country,family,advisor,"computer,mobile device","SMS,social websites",IELTS,6,IELTS,"Business/Finance,Education,Other: English",AIEP_FA16
0x01392869F791A6C153EE10783450A4C920C5E7D1DBFA16570DEFBD4EA1E34A0FEDDF4471F5E5DFA99D9E5993179CE4D26C579AB3E70042A98F32BEBA7FF3C32363,NULL,student,return to home country,family,advisor,"computer,mobile device",SMS,TOEFL,80,iBT-TOEFL,"Business/Finance,Education",AIEP_FA16
0x01EA55EF5BE9C6B430989243E0784BFCED3C355776B2E06BE11F464C892A2D414FD0FFBB35FCE3E5EB57374C7686CED9E947C120F00DFEBFC1FFD3DC7F06FE895B,NULL,working,MA or PhD,family,advisor,"computer,mobile device",NULL,NULL,NULL,NULL,NULL,AIEP_FA16
0x01C73D1FDA0FB9B5469AF911A1D3812DAC0AE91B7E11F6610D27AE3A86F59ECDD5AC5DB3F83307D3F2CD0B68689292BFE041EA073B0215A0560EFF917FCC543787,NULL,working,2-year college,self,agent,computer,SMS,none,NULL,iBT-TOEFL,Business/Finance,AIEP_FA16
0x01E867262D8F3D34CFB7759028C5FE9113318030BF95CA43BE0144726280807EE865407186623A9A22202BD14B6125DA96FCEFC9BED84F21AE830D69BA05A13739,NULL,"student,working",UNEX certificate,family,Internet,"computer,mobile device","SMS,social websites",none,NULL,iBT-TOEFL,Business/Finance,AIEP_FA16
0x01247AA0B6ECF88E2E69C824E2B3274FB36E5D1ADD600CF96690C304D90581A67E34D0F05C0D816AD527C1C259636FC38BA5B4B554E2A57D1052792981F6E04F1A,NULL,student,4-year college,government,Internet,computer,SMS,none,NULL,IELTS,Engineering,AIEP_FA16
0x0165BCCE9A553481DDF8A57200C7A1E6DBE1D09E7D0437F780623AC6F0CAB41B9BC24FF7DFBF7A5C4E87DCD72E04066C40D5CC4506A7EECC56DFF1BD54ACC2D72D,NULL,student,UNEX certificate,family,Internet,mobile device,SMS,IELTS,6,IELTS,Other: Marketing,AIEP_FA16
0x01DC293EED15A85243B50AB84CA642954DA5DD37FF5EA1D9233F3BBE8512E390369BBBB6655F0F80E17C1C455447A60B500B4AB8FAD820A5D71C2E646F6696B16E,NULL,student,UNEX certificate,family,friend/family,"computer,mobile device","email,SMS,Skype,social websites",none,NULL,iBT-TOEFL,Other: Entertainment/Film/Media,AIEP_FA16
0x0128B36762B0638851A18C80782D46ACE3CF93F2A996D866108F70908AB78662DF356463FF2CFBEBA915A6B8B931396DF5A9066CFAE599F5A8CCA9AFD67DC69203,NULL,student,UNEX certificate,self,Internet,mobile device,social websites,none,NULL,iBT-TOEFL,Other: Entertainment/Film/Media,AIEP_FA16
0x01676623637CD1262C606554861F382EBCA9A00FB6C59088BE22BFC017D8F264740835F298D9C4C207CF0FB0ED85BE2D4442BA31FEA8C03D5055D4593F237AA45A,NULL,working,MA or PhD,family,advisor,mobile device,social websites,none,NULL,iBT-TOEFL,Art/Architecture/Design,AIEP_FA16
0x017812D48571850342C7BBF34B606FC19E2A24A1BA1A1A775177F956894B09AEC40DAF51F6A90BA2070F0E7670AFC6D7DABF952E2CFE97796E1A9A6828580F9DDB,NULL,student,UNEX certificate,family,friend/family,"computer,mobile device","email,SMS,Skype,social websites",TOEFL,69,iBT-TOEFL,Business/Finance,AIEP_FA16
0x01BFD0141ACEA178CE748C2BDE56236A95DB54B782A876E6E3DA45AC00361B62307033AB501040670891E3945D90C5719F4733E818B4D9A6EE37E4A02CD9D17747,NULL,student,UNEX certificate,family,Internet,"computer,mobile device","email,SMS,social websites",TOEFL,62,iBT-TOEFL,Business/Finance,AIEP_FA16
0x016D6926616754413197E57BD126DDDC2A255AACA8234A1748BBDFA8D9800ADB21E5CE4CA57C500AE057B39571817AC34CFE3024E3BE42D60BD849E5643FB33A24,NULL,working,UNEX certificate,self,ALC student,mobile device,SMS,none,NULL,none,Business/Finance,AIEP_FA16
0x01F23E5D539EBEDB3889E5DFA28F27FFC06F512143EC76A6A4F7406F2AFEA95D77D3D834FB2916803826EF5252C6828C6C41DC219A414ABC39499147F38A30B721,NULL,working,MA or PhD,self,Internet,"computer,mobile device","SMS,social websites","iBT,IELTS",54; 6,iBT-TOEFL,Other,AIEP_FA16
0x01269AB38BB7502FA916A6013367FBF601709C783F2E7DA23FE5F313E516D75E5E6054FCC41BB18B520FF008178B422810C8A97D2C4A09BC10F6590D13FA1937F7,NULL,student,return to home country,family,ALC student,"computer,mobile device",SMS,none,NULL,iBT-TOEFL,Other: Political Science,AIEP_FA16
0x0115AF469CB94A4EC71DB5B9891D776B4DEB530F84D48A38AA2241CE211F0566B8A021B8E396D4B4380AF8CCC44FB0F2E64F1711B9E3B08BD929DD04BF56444567,NULL,working,return to home country,family,Internet,mobile device,SMS,none,NULL,none,Engineering,AIEP_FA16
0x01C479462683B419EC0555DB324B0CA5A7369E5101E2D7EDFE0DC9241B1E7C3B77E45C3DF79C9D6D6E9A837F89C49F4B2A9C56FAA3B638FCB01EE46AC53464F9AF,NULL,student,4-year college,government,embassy,mobile device,social websites,none,NULL,IELTS,Medicine/Biology,AIEP_FA16
0x01744529B339BEBA2AE682A9B01DB408A2F4966BB64464B3999D332648FF4DB3F990E88968702B5DCE41A1ECBFB889270FDE0E9748ACEEEE331AA198DF346E42F5,NULL,working,UNEX certificate,self,agent,"computer,mobile device","email,SMS,Skype",none,NULL,iBT-TOEFL,Business/Finance,AIEP_FA16
0x013DC946D7A154CED86C221759A100E3B234D96E7FEF1138A2B3E94F46A73DA729746E2C4E2B6F2355D79D5F874A4DF9976DEA4A92DDFC128ED73C34D54E0788C6,NULL,student,4-year college,government,Internet,"computer,mobile device",SMS,none,NULL,IELTS,Engineering,AIEP_FA16
0x01C3E7C1145AD4BBFD3E571A5B2458DDC9A1C6A735A3AF0D7A762EA32B1A8A70AA17D4CCC7E01660C9443E526A5BE5324DA79CC10A85E81BF8E7896E58876B9921,NULL,student,MA or PhD,family,ALC student,mobile device,SMS,none,NULL,IELTS,Art/Architecture/Design,AIEP_FA16
0x01E896111C14750FF43CDC8C9BDBD6C7A4BB04A121DC102D37155D43FCD7A19A90CE5C6CD6F17A9615F4C050E5041961009F456A04B880512CF959687682F2BBCF,NULL,working,MA or PhD,government,Internet,"computer,mobile device",SMS,IELTS,5.5,IELTS,Other: Pharmaceutics,AIEP_FA16
0x01348EFF6E652AB8391131CE9AA853DBE5E187F90EF951450D9BF11DCAE90A83E5FACA963993D763F97AFA6565C2D16EF133597EE5BD073598EE6881BB1853C60E,NULL,working,return to home country,self,friend/family,mobile device,SMS,none,NULL,IELTS,Business/Finance,AIEP_FA16
0x01971396343C8F481B8124ED4872E0E6AD7B4F0A06CF691A82D47CF6FEFEDCE4FDCA421B307BB5788833B67622921167FFFB908C7A13B4B951DF9199EEB0AEAB8B,NULL,student,return to home country,family,agent,"computer,mobile device",SMS,none,NULL,"iBT-TOEFL,TOEIC",Business/Finance,AIEP_FA16
0x015B266774BCD7833527421900BDEB4BDB56FA139B85D616F2C7D6A7248C1812EB587B4C44F7464E79BDD20FF1C1030B1CC6081EFD443E0A05F996CE217B2FD6C3,NULL,working,UNEX certificate,family,agent,computer,SMS,IELTS,6,IELTS,Engineering,AIEP_FA16
0x011B0FD5408AD8E230DCA6420AAA0750FA62B7C218DBDCEBF8902C085441C5EC59F933BFB6D5BB911BB3E9A14FB342D6713D586905D4F4F180052FE85241BE2991,NULL,student,UNEX certificate,family,agent,"computer,mobile device",SMS,IELTS,5.5,IELTS,Other: Literature,AIEP_FA16
0x014C8787F4F4D3BF55771E9F0D201AD5A27142F33FF06F2E6C44CC888C8075D030158DF4F9585EB75ADCC1EEDE4BDE076870CF3EB6A708784E19A38D723449F874,NULL,working,MA or PhD,self,Internet,"computer,mobile device",email,none,NULL,iBT-TOEFL,Business/Finance,AIEP_FA16
0x015A8518E3E3CBC888076B181A55AE0BE5865297E7E106E832F2D49AD3E97101B8A9EECA41E36CA87C990B40F52F67AEC0E0659643F04CA3BAD1BEC9E380A4A7E9,NULL,student,return to home country,family,advisor,"computer,mobile device",social websites,none,NULL,none,"Business/Finance,Education",AIEP_FA16
0x01770E0D3DA0479D853E6492211A346749D9AC59E3C5CC72F66C730FFDE98AFF367CA545BED31AFFF4440EF0000BC850A0A458C6A64C7047BE3586141928B31BF2,NULL,student,4-year college,family,advisor,"computer,mobile device",SMS,none,NULL,none,"Engineering,Art/Architecture/Design",AIEP_FA16
0x01779ABB01FFEC8F378184894C60CD13AC87164130CA84E4574853F860E701090FEDC1249C8EFF7D9C7D35FA067A6FA8AB3AFE0CDEB305E06CB928DFA6EA7874D4,NULL,student,MA or PhD,government,friend/family,"computer,mobile device","email,SMS",none,NULL,IELTS,Art/Architecture/Design,AIEP_FA16
0x013F37AFD61E075778E733AB96F0D241D91937805625B90150A327D9B385C9067436E313849B0B0F39F31C1943728E06491F0162FEA56D66B439AD86E15060BD8D,NULL,working,MA or PhD,government,embassy,"computer,mobile device","email,SMS,social websites",IELTS,5,IELTS,Other: Entertainment/Film/Media,AIEP_FA16
0x01291DB518B5DF5DCCC059CEB208CD31EEC23FA369D76A5148BF82FBDE47DC91FCEE46B7DF639934EE2FEB6AC758FF76A8259B3F9F1C4D254AC436CFB6094AB0B8,NULL,student,UNEX certificate,family,friend/family,"computer,mobile device","SMS,social websites",TOEFL,62,iBT-TOEFL,Engineering,AIEP_FA16
0x017D1E84948A4C4301171C627EDDB891591E4D85A6B1FD518841C3736BD81BBDF2E734437788D365597D12367F2337044712DE70C366A370E4123460801EE09B63,NULL,student,return to home country,family,friend/family,mobile device,SMS,none,NULL,IELTS,Other: Fashion,AIEP_FA16
0x010FCAB8177EE33C332DC1D144BCDC6E39709195E7777AE203E56ACBAFDB39164D9759E11A9780BE71D9EE3ADDCAC058DB3EA759F8E2C0FCF7171F37E28AEF3C14,NULL,student,return to home country,self,advertisement,mobile device,"SMS,Skype,social websites",none,NULL,iBT-TOEFL,"Business/Finance,Other: Real Estate",AIEP_FA16
0x016D5E08C64102CCC42EB478FBF736302DE970AF67ED29A2A82F328BDECF96035B5C063DA8FAFA0312ABC547A2E0064D3379EF18D8C2D029A15C60996E8D465E6E,NULL,student,UNEX certificate,family,agent,"computer,mobile device","SMS,Skype,social websites",TOEFL,82,iBT-TOEFL,Other: Sustainability,AIEP_FA16
0x012F54197D4EEE73B0AA567F014B457CE1CECF534F98C9415F6D0A9DAAA56F506F83A3DD421E901EFB0A29CB6FD656F62EE84C0D7B73671D0CB77FFC12DA68CE0C,NULL,student,MA or PhD,family,Internet,"computer,mobile device",email,IELTS,6,"iBT-TOEFL,IELTS",Engineering,AIEP_FA16
0x01556E04A0C84148596A453AB9AD45FF580054B6DB4FD0239C7DCF3173756931614CE100CDDBD43BFCF0E9095EBF3D3476D9DE066144443DE5C46C42D024E2FD10,NULL,"student,working",UNEX certificate,family,agent,"computer,mobile device",SMS,none,NULL,iBT-TOEFL,Engineering,AIEP_FA16
0x011E1E521D3CA62FA6E5C6E8968C9FEF62004FC14F58B0C34D231ED68E15FEF4948D0A322954069CF935A20D9C9D130B55EDBB3C224115FB502586F98728E09B64,NULL,working,UNEX certificate,self,agent,mobile device,"email,Skype",none,NULL,iBT-TOEFL,Medicine/Biology,AIEP_FA16
0x0142FAB69CD12013EC894A9072302F048483543E181939DBC7C8570490B698DA06F36705F3A9EADF468ED4EE771AA65E261FE10D02B7F565D52561349EC2E5571E,NULL,student,4-year college,family,agent,mobile device,SMS,IELTS,6,IELTS,Business/Finance,AIEP_FA16
0x01B45F21821482025489203828A0ABBA8BAEF73939ABDBDB9D321C4009D40BC3F17917ADDB311490C6F3F160EB2E3A52C7F3A76314CFED25E32C255A029189DB6C,NULL,student,UNEX certificate,family,advisor,mobile device,SMS,TOEFL,76,iBT-TOEFL,Education,AIEP_FA16
0x01D2FED2789479C81D20A418FB0B70C0B7B8A90803E4941442E117D7A836E1FE903B9C5C220954E9FDE98E10BDF53C2C1BA3AC3FC5BDA37D118CEF83BD0844308D,NULL,student,2-year college,family,ALC student,mobile device,SMS,none,NULL,iBT-TOEFL,Art/Architecture/Design,AIEP_FA16
0x01555D4BFFE1161DF7BF05F38A2CF3E34A2AB3162DE6791397B240AF06F4CC2A6165D53F9325CD412D40E96AA09F91B9A74B24325898FEC6E4D7E231B08EC72532,NULL,working,MA or PhD,self,advertisement,none,SMS,IELTS,5,iBT-TOEFL,Business/Finance,AIEP_FA16
0x01BB668E7221CC38C8DC129A2E31D3565AA88C5B4DD7062DF892422F22CB50D3C85187623A51E957480FCE5F4E4EB28C9038117CCD56B60AEF7CB569226AF84CDA,NULL,student,MA or PhD,family,Internet,none,SMS,none,NULL,iBT-TOEFL,Business/Finance,AIEP_FA16
0x0186BFC05EC5F4172561B2DC53A211D53142294AECB0BF6C40E8B1ADF48011E0D1305CD801770EE618EA1C5A6E513DA0C40141E27364B0A31AA8E698243F0059BB,NULL,working,MA or PhD,self,friend/family,computer,SMS,none,NULL,"iBT-TOEFL,IELTS","Business/Finance,Art/Architecture/Design",AIEP_FA16
0x0170FB2984D52BA59A0FE2B20DD41815CAC43AC6A509DAC0CBA0551B08CF1180C94E2EE10CB674B9E45F9776D9FFCD6BFEC7047E6C1DDE82B65704D966FD10543A,NULL,working,MA or PhD,family,Internet,"computer,mobile device","SMS,social websites",none,NULL,"iBT-TOEFL,IELTS,TOEIC",Other: Marketing,AIEP_FA16
0x01600315C9FB3AA74E488328DE554C677BBC78308EC608A8D61BF64A0ADF4A6EDA7F39C0926DAAA35BA98566C4F0922FE82481EBECD0634B1E58ACE00B5F431734,NULL,student,4-year college,family,advisor,"computer,mobile device","SMS,social websites",IELTS,5.5,IELTS,Education,AIEP_FA16
0x015D98B183350995FA4D7301CD54280F4DE101BA909A88AAA134025CA1F36D5693E97117C26A42C01EB69C3EEB537698653309E29E8052B901A167BB99FBCC7508,NULL,student,4-year college,family,agent,mobile device,SMS,none,NULL,TOEIC,Art/Architecture/Design,AIEP_FA16
0x01760A409E8F7D0903D97802620DB4DA38B8C4C57D416B3E7ACA53E061F72ECAC4C68BEA8E72787E8F8F9926FE9FA194ED7D9EE71C3BFC4D303797ECE6F75EF662,NULL,student,return to home country,family,advisor,computer,SMS,none,NULL,TOEIC,Business/Finance,AIEP_FA16
0x01ECAEA8BDE84F32B949010F982DB46F308C5631B46FFE8B4C831426A696B70AF6AEF202D23AD57AF2123535F4EFD5197FA38E51CD908F296697E1DFDE0CED7E55,NULL,working,2-year college,"self,company","Internet,friend/family",none,email,IELTS,4,IELTS,Business/Finance,AIEP_FA16
0x0163F5BA136876FC92F1585525EF269A961518FCA0A1ADBFE53DB9CF2E5FA70304C1F678A477E89B3184E5C4080DC15F74BD482141930A3C1F26AE4997392A7BD8,NULL,working,UNEX certificate,self,Internet,"computer,mobile device","email,SMS",IELTS,6,IELTS,Art/Architecture/Design,AIEP_FA16
0x0166BC37F28B0E41586D0A6FC20FCFD5F381E9E00E824E359DE5470B27F919C04D658696F4E0064125DDE3D4AD511DB157695993097F4FE935CC53CF02678C97AF,NULL,student,UNEX certificate,family,ALC student,computer,SMS,none,NULL,iBT-TOEFL,Other: Entertainment/Film/Media,AIEP_FA16
0x01FA25306C65FEE3E812A931B7AD8101798F1BF34BA5D5D73F72B6215B2111979B5759226EC110C9BBDFCB62B07D5FF01CE258EAEBDB9520DDF4FDA6528BD2D6AF,NULL,student,MA or PhD,self,Internet,"computer,mobile device",SMS,none,NULL,iBT-TOEFL,Chemistry/Physics,AIEP_FA16
0x011A5929116B11F90AB39F4360B8278A5F481633E426CFA88CC1D08ACD5EC532E7BA7CE4257493764A90945BF9E2745A760BC90D486A1F2F180ECFFFE409A8609C,NULL,student,MA or PhD,government,friend/family,"computer,mobile device","email,SMS,social websites",IELTS,5.5,IELTS,Other: History,AIEP_FA16
0x01AD4344FA7935A544481E55C2ED9476C36E6C85A26D4F1B44439C8B8EED9ACB9E8583DB20867C778A2BD8065717F9215A742E6E2A2DF7FCB6EE1B83C0D8C6BD4F,NULL,student,MA or PhD,government,ALC student,mobile device,"email,SMS",TOEFL,417,iBT-TOEFL,Business/Finance,AIEP_FA16
0x010C10AF22C6FC34A222407FE72F3FDEE7EDA9BC2A309553541FD69658101B5B5F1BAE085E7DDE87085734BA21351BAC861835A48F7294030DE22934ACE3E58A4E,NULL,student,4-year college,family,Internet,mobile device,SMS,none,NULL,iBT-TOEFL,Business/Finance,AIEP_FA16
0x01B039BAD9517B83C2A8CC0329B2EC3BDE0F63FB304D0022F15D03D0185997A488E53134C5D7FE5EE8282D6C08BEF91FF0A8E43529E60089967CFE8918AEF44D22,NULL,student,MA or PhD,family,agent,"computer,mobile device",SMS,none,NULL,"iBT-TOEFL,IELTS",Education,AIEP_FA16
0x01EC02C00792915904B24EACAB3988969B9C63662E57F2D1FBD51B2D1B4672FC4E2C8EFAACD74B2B12EDF6BD643E557E458DC90ADBA8BA0F65B9218E3E75EB19EA,NULL,student,UNEX certificate,family,agent,computer,social websites,TOEFL,73,iBT-TOEFL,Other: Sociology,AIEP_FA16
0x01C02DB60F263CDD16C0309078CDF2A9AD8448AB31736981FA1CB7E05E9C4B4FE327712C3961760356954FCCE3C4E5366646FEA3605879BE61B5463EC4715BB932,NULL,working,MA or PhD,family,friend/family,mobile device,"email,SMS",IELTS,5.5,IELTS,Other: Entertainment/Film/Media,AIEP_FA16
0x01F0C7BBF5D58BDD653DA73F3BDA6961AC8F9400DD8F8C63660F17F9294F8E9E0D323CBF70141452928231F6CA85EC1C8CDCFC28D1FFF1EC3530283D6EB4E8754D,NULL,student,4-year college,family,friend/family,mobile device,SMS,none,NULL,IELTS,Business/Finance,AIEP_SP17
0x01BBBB4E183C1375140466F566A7EAAD98A53C5C7470067A73308508EF9EDF72CDE527B42D833CDFE0E664AC036B44F2AE94B016100F7178A21F413693FEA2D0E5,NULL,student,MA or PhD,company,friend/family,"computer,mobile device",SMS,IELTS,3.5,IELTS,Other,AIEP_SP17
0x010DDDB4FF16107B0CD1A57B9A9E5D0CBCFC9F7A874DFB4A6F489253C6C31F41C55541D3B4616FEADC40565AB232958D339AE9BC3FE92CD825E5285517E5A5E053,NULL,student,4-year college,government,friend/family,"computer,mobile device","SMS,Skype,social websites",IELTS,5,IELTS,Engineering,AIEP_SP17
0x01A70DED42D5AF54884F2161E6CDFDA2E38ADFBB22FE676BA57682F17A89FCCB7541FB58216752777FB3F736EF5EAA615243512BFE309E4DFC0F435C56F3595ACC,NULL,working,UNEX certificate,self,Internet,mobile device,SMS,none,NULL,iBT-TOEFL,Other: Statistics,AIEP_SP17
0x01AD1E6CCB2FE4108086B3D139B4930E46567C8D3EF9296D50383ADAC6BA4BEBF3660EB585195FBEC3993A560E241B6EE29B2ACFFC551C849853C9D6787D987A64,NULL,student,4-year college,family,ALC student,mobile device,"SMS,social websites",none,NULL,IELTS,Engineering,AIEP_SP17
0x01D2A5E78B86795F9402607F574A405E62DBB4A1BFF1C44D050CD8990CA90C6E7A45AB47D0006A9A368D9491C8EA5A7333C46A8E6DF43E75AF5D1F87105ACE495F,NULL,other,return to home country,family,friend/family,mobile device,SMS,none,NULL,"iBT-TOEFL,TOEIC",Business/Finance,AIEP_SP17
0x01C56CC8A2E0D3F4865B1CB9119823F0C8325460035B23A040D5DB5A84C1E73DA66F6521B56515ED6B87EB0FCFD7991660C0D56575AE37FF13C07A6399310DA3B2,NULL,student,4-year college,government,friend/family,mobile device,"SMS,social websites",none,NULL,IELTS,Engineering,AIEP_SP17
0x01F074AB9E748CBBFAF53A0BBF1D8C0280354533AAC78B9D7F15EBFEA7DA3715A0F82EB7BD7362E64AF9E7F3D13C9B2CEA1C43C474E9B33EAD6877198C9C856FF1,NULL,other,return to home country,government,Internet,mobile device,SMS,none,NULL,none,Other: Music,AIEP_SP17
0x0134FBED0AFD9F18B7ABB39F4053ECD0CBA46EE5DD1F2D95E51885ED0EA81BE9EC582BAA4E4A16E6E2F017EAB73C6152A795D5B0D7D41CC53D0C2C6B29BF6A699D,NULL,working,MA or PhD,family,ALC student,"computer,mobile device",social websites,none,NULL,IELTS,Business/Finance,AIEP_SP17
0x01A3D6186544D54CD5E08FD46F2CE06F44F5DB0602550DE3F95F6B527590BE5F66AFE2A52CE9EF0E731630A7CD24145E6F7D07444BBC21466F49663A347E978B4E,NULL,student,4-year college,government,ALC student,mobile device,SMS,none,NULL,none,Engineering,AIEP_SP17
0x016CEB43D2C89A1440FF1892D5553A350E02B8204CAD53A4DB812E7E7221AB145517298EEFA48DDD774FA1F66F58C75EE09D8C16D78DB19CCBB008159929454293,NULL,other,UNEX certificate,self,ALC student,"computer,mobile device","SMS,Skype",none,NULL,none,NULL,AIEP_SP17
0x018774CD236480DA06C9356476A3D1906807EDFEB8A27A5ECACA782F2AFC7F39CF6190163465C306F04D441B0C6A0B97358065E582C3B96C2144A3DE7AB9FDE403,NULL,student,return to home country,self,Internet,"computer,mobile device","email,SMS,social websites",none,NULL,none,Education,AIEP_SP17
0x0117AEDC2164E91576E9AEDDAEAAD41B18ADF14E36C1999CEF83032C989614A40E17AA693716FA2F19109867622B14D118D248CC6836137F5F7C1444E47EDA595E,NULL,student,2-year college,family,Internet,mobile device,SMS,none,NULL,TOEIC,Business/Finance,AIEP_SP17
0x01AF012D15FBF00C85C9F862CF91E52E4EEF2609E2DB7E3913A3DC5568038887F0EBFDAE4DADCF2551A06D5B44D4E0B733B521D8F2857BB73A0757E656B6F39A0A,NULL,student,MA or PhD,family,Internet,"computer,mobile device","SMS,social websites",TOEFL,82,iBT-TOEFL,Other: Entertainment/Film/Media,AIEP_SP17
0x014058C05F36A35F9A72ABBE5CADD680E539AA9727F02952AFC2CD2479DBDE5CD7B0702B9E79F1C3B8391D37B8DBB9EA8170963864B06C8833D30827F3F6AFBD07,NULL,working,return to home country,self,Internet,none,"email,Skype",none,NULL,none,Other: Foreign Trade,AIEP_SP17
0x01F414C33932884FBCF13D02AEC5E5EE13BCAB265CF54E917405820C67BBA141BFE574A96081729BCFF931E09B35BB8E9A1F4CFEE3B25255DE59282BF751F01EB8,NULL,working,UNEX certificate,family,friend/family,computer,SMS,none,NULL,TOEIC,Business/Finance,AIEP_SP17
0x014FE53C56B68C28E1860FA4BD38C991D21B695C59640D8986D754845C56C9B48129B137719B5DAD9D0C06C1DB9D9D14229614A099702B0098F2249FB1351568CB,NULL,working,UNEX certificate,self,agent,"computer,mobile device","email,SMS,Skype",none,NULL,iBT-TOEFL,"Business/Finance,Other: Computer Programming",AIEP_SP17
0x015844B264D701378F6942DC70F1DCE9A8BE94FCFD76D752C206742E3E9AA964D27EF4A70791C8DEE2DFAFE94548999E0082DE887D153246A47A9CB60C49831291,NULL,working,MA or PhD,family,Internet,"computer,mobile device","SMS,social websites",none,NULL,iBT-TOEFL,Business/Finance,AIEP_SP17
0x01B0A118017CAC5BB0B4CA423A06441BEBC95E7FEFCCE1198722717A752A15B9F0BF3DE58BDE21292183C4CB8648F94150D35A231860C747895EB8D4892B13089B,NULL,working,UNEX certificate,family,Internet,"computer,mobile device","email,SMS,Skype,social websites",IELTS,NULL,IELTS,Business/Finance,AIEP_SP17
0x014D53B5312354ADF66E77E35F97EECF697511B9AE95C653E44296849536FF5A92358E745BDC0F656848C703325DEB78A331183240F44CFA0B6F32B29094C10F28,NULL,student,return to home country,family,embassy,"computer,mobile device","SMS,social websites",none,NULL,iBT-TOEFL,Business/Finance,AIEP_SP17
0x01D735FA0668C64C622798E39090F6500B647B8FB7C02544633A352C91B2D140697EF1A02D3F8E8912C957A55F3E6A977562D031EE2DA4E8CBFD86FE4E7BBA8082,NULL,student,return to home country,family,advisor,mobile device,"SMS,social websites",TOEIC,560,none,Business/Finance,AIEP_SP17
0x0177FE26F93BC69547E760FA87CB6C87DE90BDACEB433912FCF5C7E8E1404DCBE754DBC3990797F1DCE92688C5E8FE41A55DEEA1C694AD5C6F4C66C4B253CD9E0F,NULL,student,4-year college,family,friend/family,"computer,mobile device","email,SMS",none,NULL,iBT-TOEFL,Art/Architecture/Design,AIEP_SP17
0x01E7702E8299E548113792B4FA66F26B0008B9C2FE4418E7D48CD966D96B7DBD69C48C5E4A14C6921A77A4A339AB84DD7EB4335FA6CB395ACF53D77B2DB0EB081C,NULL,student,return to home country,family,ALC student,computer,SMS,TOEIC,410,TOEIC,Business/Finance,AIEP_SP17
0x018211BBF65F18553B4A3F56AAC8387F39DA66DFFA2ECB65656BDAB8821AC469D78EC639EA93F3C68C6AA3AE863CC77C1DE0422A2028345D2648BCCA7036F3E74C,NULL,"student,working",return to home country,family,Internet,mobile device,"email,SMS,Skype,social websites",none,NULL,iBT-TOEFL,Engineering,AIEP_SP17
0x01B8921443017BC279B605ED1413D9C50335E7C73D8AEEC9E671F80CB2B3FD9D6CE81914F4C69040A25E48EDBBF37FE785E18EB68EAD70E3E6E6E6EFC0D8F1659F,NULL,working,UNEX certificate,family,Internet,"computer,mobile device","SMS,Skype",none,NULL,iBT-TOEFL,Business/Finance,AIEP_SP17
0x0102B7A9770EA6C103C09D847C78238679780364C9B3E44EDAE976B3C2DF83AA01F7ABB1AE5FA8D6CE7DEAB7D1D6923F7E00B1F7FF908EB6E8F50E5C35E461F631,NULL,working,return to home country,family,agent,NULL,"SMS,Skype",none,NULL,TOEIC,Other: Nutrition,AIEP_SP17
0x01D9A45205F37E3F48A0B2A52AF096A6B0EFFD13A6414307B184A9D4DBB96548FBA3C91412629AB6CCCB7BE36F6C52943E7E03EE8453B75AB4341113A44FF9CDEF,NULL,working,MA or PhD,self,ALC student,mobile device,SMS,none,NULL,iBT-TOEFL,Business/Finance,AIEP_SP17
0x01F53EF0114045C9AA551DD9A467A17CA0F7F29D9472809B06E75B59125725BC996789DD714F8E311340381569DC6FA1E3319B75D2ECE0481829F7074B501536DA,NULL,student,MA or PhD,family,Internet,"computer,mobile device",Skype,none,NULL,iBT-TOEFL,Art/Architecture/Design,AIEP_SP17
