ID_encrypt,EnglishUse,Listening,Composition,Total,TestCalcLevel,Quarter
0x015E8609CB6DA07F5FA43E368B857A9C80B2F18C50E99ABEC09AFF480F6FAF200B1057294DBEF647EAC6C5643241372143908D2110687CB3BABE3225F26F90AC6D,49,62,40,151,104,2017Fall
0x0156DE3BADEA0D52C8458C437AB0E9CB08649F33C4AB1B07D83FD264A0CB9340811C0C9A3EA33D3A243DBB01F6835E0E5BBC5CBC4FF867970D79F293C8AF7A0CA6,NULL,NULL,NULL,0,NULL,2017Fall
0x0110240D2758A69974630AE9E9C3D88B8C78B8A1342755C6154601FE7AD0FCC627BDB940AF83663D769F0722E6829C261E1E3DE967DF9A7392CD5F4353DB18EEFA,NULL,NULL,NULL,0,NULL,2017Fall
0x017D5B019B7FDBD4FFFFCBA4F2A3EA7E04BEC6338999153F842213051BB775E7A76E4B5DBA291EAC4E7BB1F1E780C5755D352D0D92F7C7D02A0F66C05A23B749EC,NULL,NULL,NULL,0,NULL,2017Fall
0x0115419E45FE6FFF97C1A0B8C967BD4614AABE732DACF9BCFDC113388C1B48B0B8846DBC47B98A2358A4FAC9192E4FF307CFDCA8E66F9F7911DFCF571B2ECA461D,102,81,45,228,107,2017Fall
0x01D7F9196C94DF48766C25C624EDE46DA68C133E88EFBDAAC355E5A1E560A4A8EBD894A00F0E1598A34B408FD3A37D246927051D173B8D9B6CCB98E1451A1D7137,NULL,NULL,NULL,0,NULL,2017Fall
0x0119EC565AFEECE81EC9643449D3ED9F026CB584C9691D696E89069275EE1CC2F5C43C0523E4CFB3A6869EDDB9C43C19966084469EC8A0B4661C7483343E03B3A4,45,89,27,161,104,2017Fall
0x01D4A97D033FB5797D2C6188145526DC2E22F2C424DD3AA70958E55034A91F6990956D62708CDCD442F5A71F677ACC70B588C91D20A78C25115A6BB4E01C580156,NULL,NULL,NULL,0,NULL,2017Fall
0x01BB220C69156BEC6E1688152BD50BF8AC60380E147B155B5C561479190BB8E55E1882D4D81DA1D9A1B31C4CAC3349D75049AAD13E4E2EE5E74852976B4B7A7474,102,93,46,241,108,2017Fall
0x01D8CFC8819283AE55A48003E35E620486792C9EF2DA2932B6C1BEB893FDEFDE0CC02274E4A03D704751CF0AA5C91C254437922E525589E23190A5525E98A47E82,26,34,7,67,101,2017Fall
0x0187E08BB8CE0F1D3252AAECB31F2AE0E4C9FDB8BD523CB061BCF632076DB5CE2485C6D78039CE99A37DD69CD927B938BA4BFCB0BE34754662108D8F7121F38718,54,38,31,123,103,2017Fall
0x0172BA6363BFC2FFAE2F910C8D7A71F53FCCA8CDF57C16FE3288D3E70FF3F8E3F73EB4854E76DAB1322B048B70E330EAFDC731465A16D3A8C094FBAB3CEF4AABA4,NULL,NULL,NULL,0,NULL,2017Fall
0x017AFAB4399A0A3F9F24E8DB4BD60E9AF7933B3DCCFBED3269786F9D0101F9156A38DCB71BA13D4C423191EFD18BA2ED52F3D4D41E8C349FAE8B77ADE85426AE86,73,88,37,198,105,2017Fall
0x016744C745200520571CF0888FC60CE9501846E8F9E87D0A266EB1AD4E27088F7BEA65497C9795D439B84EC6C93669265BC279D7CFD4471EC3458321787BA468C5,NULL,NULL,NULL,0,NULL,2017Fall
0x01076369AC935CC94D63E6B6E7647BD25549B045D52F463C562F02746C5B642E95DBDC98C74EAF5C22A4552E8BD0DAAE1BAA585EE11CD79CCF2EEF0CD0F2664671,104,87,31,222,107,2017Fall
0x013B0822C623CE1D611737A845E9593337F7261ECC5A083CC15FE843F69C8AD79CBC727BF6A0695044136176953870C0538A957D79F9FF2F7B57408B6FF6FE9AE0,NULL,NULL,NULL,0,NULL,2017Fall
0x01473F4C785EF3AE7BB47B923C596C1081CAF1FC4583E4E37009EF54C19DEE74D0FC789D10876102DC97E5FD4BCCF1CB4A343FDA998AEA0FB09F98D92A6D672D57,52,49,25,126,103,2017Fall
0x0186945275AE2485EE1FA3A1C53521304CA7AB244A2C1F40AEE79B375D661342A1E3C1FCF8CE93D3EC0F23C39D7C357588560BB0C7145BC867094034BD7A55ADEB,NULL,NULL,NULL,0,NULL,2017Fall
0x01A67FB66733E488E31D834C0E6C92F927AB4B56DC9938C89BB42E4E7A0045FA5374AA5AA9729520CBB776D0DA34D396CEBDEAB3EC0293DE7CC70367C9A55B1A16,NULL,NULL,NULL,0,NULL,2017Fall
0x016CF5AC179AEBDEEC16AA131C05DCC4541FB61AD75A374B1A2BEAE196F2FA4F6AF79AC181328643860D008142DB334454F03B0F196D991A884A7967749A37152D,72,58,40,170,104,2017Fall
0x0123B3C1E017B4DEC48097DC9A429C5DE1E3BF098EE5F1DAE88CFF4C507841A6AEFA610D3857BBB8EE265AC90DE8ECE4FB2FCD4EBC371167BCD04F2237A20CA505,NULL,NULL,NULL,0,NULL,2017Fall
0x01002D8861D5F1C1510330240039944C0A65812AC9B85684C690F638889DDF1CF443C492F7BB2BD91EEACD40CDDD1242183B95EA00D63C71C4655538AEED4CC60C,92,53,36,181,104,2017Fall
0x010B67DACF2F2606193513C537B61E353DA2163EA68349C27423556998BD242AADF8101B409AD6E7FE0B4A85CB730FE7F0936109F139F26EDD93E6757584F79E56,NULL,NULL,NULL,0,NULL,2017Fall
0x019FA4EDD01AD531BE3823AC055A206B904D1419D36FC3F8A024B0189B9218633846965E3C37B5814DF8A4FCA1E81EFE555573F5C2AA03F613F2CBEC95EB386AB5,99,53,43,195,105,2017Fall
0x018802A4889539B22AA9FC3BDCE2CA924D444646BF1356B69740534A1CF084BFDD97B6EACFF0A9BA8CECEB8D65D97ECDF2541E5E03FC94DFD0317BE9434E23F619,NULL,NULL,NULL,0,NULL,2017Fall
0x014713898DC1718414616D085732B0A8936269415A941A7A6D67BC7D8CB0A42612BE430E35D5A2C6E63DBE0F9FAA727BE9188AA0DBB16C06EB3A1CF4AF6084FFB0,59,89,36,184,105,2017Fall
0x01A3312F304CEB1736B51CFC54E8D63B1B3B259383C4B4C908BCA03213983982058A7D4A25ABEC8FA08272DB9D0FF679957FA61DA2CD3CF77835D318BA31617256,NULL,NULL,NULL,0,NULL,2017Fall
0x01C22A370BDB8490779E44412524A5D9CBBB8F9EE55CB7EAD5596F27ED3D70167F9ACB11CCBC94E41A14576CD3E9F59FFC22F4F8E149293E7C0F0ACF2BFE23A71E,NULL,NULL,NULL,NULL,NULL,2017Fall
0x014822113C7DBC2AD510C978192E0A78C63128B754641AB148189D31A102B091EF12B47B478DDA9FCE67CBB8E219AF08D52F5E6A8BDEB8DDEB6EF2612654A75B4F,95,69,34,198,105,2017Fall
0x017323B0E3DFC43C9F015ED064A56FFA4A93EEC32CACB517E7E40F11CC3BF856CF46D5D3D59696FA95E5A33033395D76B4F2C411111A445FA5F25B39716B87B6FA,22,21,14,57,101,2017Fall
0x01E7543ACC9B8E7E035F960A83D93FD84734BE088CE0F6853633202FBEB2ED8374F4057842CF883377B0576D620356F8AE8F70D0736912267BDA2F87F7922F56F3,42,57,36,135,103,2017Fall
0x01CB11D66557A74C065EBC61F252A7F25210D480D7D0BD413EDF59C16164D675B0ABE216F82ED877A62BA474ABF73F873D3D853213E4DEAC268F2B9AE9A3AF7A03,NULL,NULL,NULL,NULL,NULL,2017Fall
0x012DABCD8C282DE43AA40ED904AE200BBAF36D9124B9861F53F3E1EB261BA34622CE0717AC3E932D740065FDD67D1F60264DDB5ED139D5CBB8C15CF14A5128D146,30,16,25,71,101,2017Fall
0x018D1497AC485AF73754A24B3D8F41982953832EE251D5E6E2D620626229AFA3615625CE2C5355D7CCB1DD2D80602A7CB6A711643231DF10ED90C0F88D24C3394D,85,81,48,214,106,2017Fall
0x0178954242F4FAEE2B05DF73179E739EBBEA46A1F5CE10CEC323B74E16E5302A75D5FD1B886121F8E82B6AD40D2428D5B0182A28FBD0D333FEAE52FAE335BB4E34,NULL,NULL,NULL,NULL,NULL,2017Fall
0x01ACFF9181334B5CEB525B17E90ACEC4E6DC820798B15E7E8226C5CCDF9A7C781EE102F884B61DEDE64C8B2D3E02528CF11819EDA45A69F4FEC9E03CD6BBC0114E,81,86,29,196,105,2017Fall
0x012F7F2B8F2A419A6FC2861BEA96CA1B8CB1170D08168A8DB3D2D99575E630B7AB5E10287FBA4FD427AA0F10BDD8EE5CF86041D67745B8FE68B7BF0BD18D8368B1,NULL,NULL,NULL,0,NULL,2017Fall
0x0166DA6641EDECEA3854E66909BA25A1778DEDBCE6C688F87B438E96708EC2E39DB3D4A9FA2CDBA8EBDC5E5B724FE478BB54E6028E83CF6CA6473BF2B4026D80BD,NULL,NULL,NULL,NULL,NULL,2017Fall
0x019A59503A87E54C285FDB253AA0E89A154C4EF893830C1972A63964EE9FE718646AB4F7F89913EDB6A8C65E7F184FD0E55A052247CEE92682CC1717E5EDFC336F,94,80,44,218,107,2017Fall
0x01D540A24CB8637250CC83D946CDAC09931682A6D34368FE7792102F14FAF46EB87B4567055858133897E5B7A1B8C5FC6C6689FB029D7233DC310DD976B7B664FE,37,18,7,62,101,2017Fall
0x0107E6D7A6E88038E4F5CE48593E50301A4D04CA5C7F8760145E76BB1B1125A05F659CEE3C4306D197EC691CE4351028724EBF5A09039D386F9442B427DE0EAE9B,98,82,20,200,106,2017Fall
0x01BD126CB2C608DC20A87B0047FFF21DFBA1545189D1A85C16C39CC36F5A789E82B8213F41103DDEC92ACAF398F75686A506F819328F6B3322DBEB225D170070BE,NULL,NULL,NULL,0,NULL,2017Fall
0x012228C7A4F4909C54EE75182299B7449F77FF433DA5249DDEC6144E03C4766B8809EB4D9A1383EB30B6F3208C0A68A733C1E06196E5959FB86D9198E73715F84A,59,49,25,133,103,2017Fall
0x015E865883AE4330F36EE9C5EBBE5CAD4B6FB4EAA31FFD0350574C27F08C2D78038907161F57632336CE38E434834C0F4302D0767E55595BE8B671654B17D446A6,NULL,NULL,NULL,0,NULL,2017Fall
0x0188426C3487F56A45A0F4C42B09991880274EE061AEE606DBC4AF2A428EEFDEB91708AED152370384FC5F5ACC6C293F473240AF760F5DE4E47E9B1923361FCDE6,74,69,39,182,104,2017Fall
0x01B5C9CCCB7B5D5E726B6E9305A7A53B757D40346E5A1A0B7736A72D2F4854BF1CC580DEC9270CD3481BD9244A142906A5AF5719035274BAD025233C2EF379D55E,NULL,NULL,NULL,0,NULL,2017Fall
0x0197A4579FBFDD1E554ADFAD2DB1CDC352AEF70C743DF54AE24D5756D8555113FEB6FACD4ED735F9C6C22A6245E6ED4540139FC49CE3958584A043F3DFDD8AFEC4,53,51,22,126,103,2017Fall
0x01250B4B719D9348601F1E9DBD9DF11CB7B74A4A9ADB34CA98E00507CEA078FF4882BB3FAA38B7125C35018FAAD653ECFB738384E986D32FF82CB22D4319568CC8,NULL,NULL,NULL,0,NULL,2017Fall
0x012F38CAC3E75303B734B3D887DBE7F28B73C0330420729E46745F73BBC67D2E9F1926A1AF9F5F84D6D0125718170AB9F0D68E5BBDA5E45CF64CCE440FA8698C3A,NULL,NULL,NULL,NULL,NULL,2017Fall
0x0114BC94BCA1B38920F400DFD780086BFFAC9CFA7A284B5D8C1B87FD3F45CF00F674F596FEE25314EAC16FF8E5C65823863C299B19648FC71E4B6CB31E7CE6E830,NULL,NULL,NULL,0,NULL,2017Fall
0x01D6BAFFD0FACA305887120408635B2F00BA23B2853DEE46D6B1BA8D3F3B0BCAD156A4588B4D96A52B450CDF55BC60A4098B4170F0E6D4793ACD5EEC1BCB6E5829,104,98,41,243,108,2017Fall
0x01757C7FB3B3ACF865F49989968236531384E74808B3E9FEF1F29E6E44E4B349650FBFE5FF4778A06D86440C55AFBA295D9B397DC2A5F88765B630909B5AF4B459,NULL,NULL,NULL,0,NULL,2017Fall
0x01CFEEB95B12A0D8E94D4B9C0F0043840BCCDE32BB06A78E4DB0D5599892CE8113A6DC312608BF48B350EFDEB26AECA10C7524B6282A527A38A350192905B4633E,1,0.8,2,3.8,100,2017Fall
0x01D7FB40043734ECB3B63247299B4F109148FA44BC2A6CD7CD85CDA88BF48A8ED932A036F5AB6B5BAA95BDE97B4A01BDB304A666B18352D442F005A4F3FDE8BE86,NULL,NULL,NULL,0,NULL,2017Fall
0x017AE96BA93BEB2CDD2101FDDD3001906A578B8BD127418D62AAAF791A3C02413DF1E374C80DF2FEE3A9BC40B27381AB6BB1EAF5E2ED65851746538EA0363CA8A3,NULL,NULL,NULL,0,NULL,2017Fall
0x0192619A2FFD2556EE1772C43EC508AF75C39A96B51A5E22BE720EC96D32E5956B2DF005622AAF593AA33E7F162858FB7EB9E3BB68E28CC7283221847D0D1A8983,NULL,NULL,NULL,0,NULL,2017Fall
0x0122D1CA1DA97EB94E42CAED1F0BBE20A5CE838ACE498420BFE69594E5151B71FCF9608B924C68184512ED8F0F86D282D08ECB8A833C04C64D61EEAE996009720D,NULL,NULL,NULL,0,NULL,2017Fall
0x01CD0F80595CDA2B24ED0AB0210A07EE23B036B6482DA456E4BF32E31D0E9FC9EB1C1265CFCFA2F379C70FA39BB70A620326B807F9EB4D41837985685B32012E41,90,78,49,217,107,2017Fall
0x01DC499630AB0A8CE9FD07ABD03C4AB45FE5BB0355212C7E210F763E52CD3946698A97F1D37F6ED74999909AEB222FBE5D1AF24B09508283778A5A51E2709838F9,NULL,NULL,NULL,0,NULL,2017Fall
0x01ADE8D9F9CF70A8DA34F9864AADDFEF4BD5628FA5E2D6C90EE1E70B5C7CD2142D1CE44D483226CCAED0471BF1BEBC3C89BE9D797969287EAF18DFD88E6CBFA2FF,56,63,31,150,104,2017Fall
0x01018E5D2A22A02F61F79A943DF70F99D527698EC65973AD56C3E98C66C1983683F6C3785845D144D9F656D3942F9EBC07287B6F1607D91F6943D84A1F1BF3AA06,NULL,NULL,NULL,0,NULL,2017Fall
0x019CED81AAB1546E2DD7DE0C3E87B2C6A6BB103F43E629DBFB3BE0A724436E843C9F6E3B7E1C67EC439BBBB7482B4D2B45DB672948282906AD0D08A612C03AF4FF,44,30,21,95,102,2017Fall
0x013E5B4B2AD082DCD8BB0011EDB435693C76ACB42978BF175E6516C7835D25AC9370E98B9131577FA387AF868F030269245C10ADCC84F925ECD127CCF0ACED0E89,NULL,NULL,NULL,0,NULL,2017Fall
0x012CC675D88C58FD0B131CA1A880F3850BDEB740113CCC7BFAFFE1C93B7F17E09D102CDA00AF2F343208F139E1C20DBD108D48956AA37C03CA424547AE8ED4255A,NULL,NULL,NULL,0,NULL,2017Fall
0x01D727105EF875E423FFB588210B0621239DE058EB0B7F60876A295464DFA36038D9C986A57EBE4E84D05882F94EEB5315CB9BC6A23E3B4167D9C491F968DFCFB3,46,60,29,135,103,2017Fall
0x010AA3CF522A0160EE63D2CB772A436A36F0A59854C803A7E6DA495C980487DC375146976C731AA90DB8142FBDFCA51BF048475090D48B8478C1137F3EA75D14D8,NULL,NULL,NULL,NULL,NULL,2017Fall
0x01219D0E7F43B8815CA7CCC10E46A0A33D81CB6F17D37AAA0230D507DD1B34F69D9F45A85AD96841F412264A09680AEC337F93EEE68E632B03EFF40824E5D35757,NULL,NULL,NULL,0,NULL,2017Fall
0x018D6B97234F1D13CBF4CB383683066A50A783B703445A2E5BBB57528CACCBE0C35ADA5D119A67BF85E871A3D060BD04CB43A99842BB1DA54B0ACD1D8D9F4406C4,91,64,28,183,104,2017Fall
0x01E60F45D26B79180EC384EC324562DEA2538440BEB46685E7B150C6DBF18090BE983FF1F9F7EF803F169C0203DC20343C9C01876C1A67C4C55AB60ED9B7B3F9BF,NULL,NULL,NULL,0,NULL,2017Fall
0x0129C54D1D8E10C91FDE120EA2A302320E47DFE748AD9433F1D48F262BD4912861082505B03FD5596EC1E82A350FA7B8F726B392F2DA87D4C7FFB2B153C7B8887F,14,6,25,45,100,2017Fall
0x01B210A028A3E18F33076E77D47DB5499CA8F0400E178056EC44219B2069079130B9C745610321C364D1E199033F99A202DC182906AA8F8B9482F98B1ABAFBA6B1,78,33,31,142,104,2017Fall
0x01E00CF074F31137107302980A1166DD4B953E06C84E27632932791C9D73110DF4604BB6D3999430DD876EEA8CB7B124986FAB553AFA8D1099ED3F133A4C1E1828,NULL,NULL,NULL,0,NULL,2017Fall
0x01CD47DDE0EDBDF5F040532B0EF5C7C8EF43141DBA4F4214F2605ED23F288C5465F972A82AD19A8810117B99F2F648D48C55E331F06B5B3FA251FD81AF0842EC57,119,100,44,263,108,2017Fall
0x016F82842F3F4EC160CF803B838025DFAEE3B5EB8A7BF59A3CFFB2C3055E02FE4460C313CD9AA8D98672AC99A8AA0B942F84E722431E2BEC968816366DC8005BC8,33,43,26,102,102,2017Fall
0x014C8787F4F4D3BF55771E9F0D201AD5A27142F33FF06F2E6C44CC888C8075D030158DF4F9585EB75ADCC1EEDE4BDE076870CF3EB6A708784E19A38D723449F874,NULL,NULL,NULL,NULL,NULL,2017Fall
0x014410E7A847EBCD526BE7354B4205B60A2474C24496FCF41181C761E74A52776529796EE426B302ED2621CF00CEF5D463F46EDC50A6102FA149274DD518133028,83,57,24,164,104,2017Fall
0x0175D121B7B8F42A1EC09155CDC70E6674BB54346038C9C262B31A6F96B40CC9532B03A577A8FF648A3D542B828D4E7D70AE5FF9D7600A3811241C908C979428AE,NULL,NULL,NULL,0,NULL,2017Fall
0x01401288521E4C24E22EAD39583319E656B7273E4EC297BF61D3700827068AA29F6F88F1CD69A7DC3A78F1C63F9804C9A933B9F2747CD7380ADF3BC93796E6E5AB,95,79,35,209,106,2017Fall
0x01ACF648CE8B881C0540E10BBB11AB5E921542541361A76D7F3CF28D7A5F33772B3556ACA1B93E21D61236BA2B8ED32C7AB905064CC410AFB0AE54FF2F2CBB56D7,79,99,38,216,106,2017Fall
0x01DECBC641546AEEA2F52571A792D9F5BFA5D8940FA3D84B3885484E3ED4532D124C96E44B27AD5A1DE2944869DDCFEC2D7654DFEE6A143C422F664EF847431DAE,NULL,NULL,NULL,0,NULL,2017Fall
0x01802072BD59BAFAFD7ACB327F3EDB9B430F95908D8BD8A3679DFA8E2C4261B38B0BCA6BEDAFBCF3351F92AD4B067A22E1E2CFAE03948CA2595BEF7687AD89E123,39,47,32,118,103,2017Fall
0x01EBB56C2A726685CB9850AE9F730BFC5CBEDCAF487E185725D5EF189D1D70B8E9F4A090608E5C7E529D88F76585BE9FAD9742BCB3FD6B0C0631DE272A84DA732A,NULL,NULL,NULL,NULL,NULL,2017Fall
0x015EA2D961A6749C60BC0DC959D9074E180967BAAB58B5810DA1B9D5E1348E6778975ED19A35E9B91BF56581D4BAC561D775B3E6FB00D5B0B37676DD65580C0F0D,29,33,20,82,101,2017Fall
0x01ADB83E764371E7949C29EA1348B6583562B36B1FC498533DF8BBF0458CD0CF433047077AEBC11716FDA115954792A70D27867B32B93B5E799D6A1412420C4D4F,50,69,31,150,104,2017Fall
0x011902A728804B6B0AF576C68CC8E37A7242A86792B5C68BB3D04F8B49A1383BDF9B575C6D1E05B7BD4E625E6425D1F79F420AB07530434C1F3DBA4E1ECB855E39,31,24,31,86,102,2017Fall
0x01DD004F43D917516CD811D7D40BF8B6537F9294C5F58B8B2F538F38CE87A1F11BD4DB4E9DE09E2770515DCDC010CF2671E3FB6E00507639E11A6147E1E7481D17,NULL,NULL,NULL,0,NULL,2017Fall
0x014187BE968150DDAEDA8B0A3B56D0259949B759F1274912CBAD8DF2B972B742050F108E2D3001F00463E377DF322FA6D85C8E85A40662D68CEC64E598FBB24832,NULL,NULL,NULL,0,NULL,2017Fall
0x0159FCCAEA2B05CADADBABDED7C40F953AF9E11AE35353D555305CBD93E38109C685C2818AE7BF077B128A4AE63C6382ECF322F424A80D8CFEA933B8701BE1F7C6,NULL,NULL,NULL,0,NULL,2017Fall
0x01CBA78732375119BB35518FA29D49C0EBAE72829CF993D949C20A34434F276ABFEA7465048263D63F5C57C2B54BC1FAF2838BE642064044DBEACB0AF9126B037E,66,72,21,159,104,2017Fall
0x01D5E615D61FEAF87F2951EFA186361D38B36B558DF44B362FC6457360199F667C1DE72D5A1E286A8825B5B09C1244ACCC8B07F460D182DC86B9BA478100725443,NULL,NULL,NULL,0,NULL,2017Fall
0x01A7EC9D845F221A22C102B4B873F14F45E2994EBF7DDB917843F5EF9049D8FCFAC9279D95E87CE4A104768A6DF76E53B03DA393115673B980A14E9C26538EEB89,48,27,37,112,103,2017Fall
0x016494FBBDEE5F4C2FB1D5D08F49AFDC92A2DADDF0F00CB4174B52321D06D04FCC02B07D873FD63CE84DE53D1DC3BDEBE7709B584BD54D18AB1C3E9C22622D6EF1,65,76,27,168,104,2017Fall
0x01F08F45E9ADB1E35481FDB68CE0BC1DE24C69587983CA70BB2F7B998F6A3F5F58EB24AA577553B0ED3F5DD6A2D8756D670543C8E75F9F69E832811C7FA215C267,NULL,NULL,NULL,0,NULL,2017Fall
0x016DA06AA65C4A750809EA46015583DDD3934D1C00C1B86097D5FB27615A3B1C3A22B149DFE1EC5C8A0A36B47442156640B52FEDEC7AC3BB5D150103BDB64EBEB6,NULL,NULL,NULL,0,NULL,2017Fall
0x0162B03D23AED78F856CD0E19E86AEEE530A0CBAFCB135B693D98D84DC5C0A858C6793CC23A08B6E41319F720A9A5C64C646989B2BC5B96D838F3744ACE23C6BC8,78,73,30,181,104,2017Fall
0x012CE8B2B018586069E55AC6F5FFD579F9F29824B50284EAFEDB5711C789065B19CD7B7F246410B4D0C63EC6757D5E57B3ED087FE060142576A3CF808C1CACA1A8,NULL,NULL,NULL,0,NULL,2017Fall
0x016A9499AC6C1ECD0E232D9FC9C8703D7AE618A2FDA3EB63164C550FFE538EBA51EF4E5872A567A250EB442C9973DE39D320BBFF199A6F071E39337FF89AB18AD6,3,15,6,24,100,2017Fall
0x01BAFA53D0E899196115E5E2E668B203F4A979B847A1681069B6AF9BD3BBC9302A16FCD333604838F8946BD1C56648642159DEF9A60A032B24491D3554CDD6DE86,56,67,23,146,104,2017Fall
0x011A968488DD778117ECE2CA64503B85E4278591CB69E21CD79B8BCEDB072909B4FBA87408F2E62E2C11D7FBCBA615793D4A25B964EB8E1CF932F65A0EE56C5A8B,NULL,NULL,NULL,NULL,NULL,2017Fall
0x019A12B15B719660BE0CFF390DAF8C07DF66EC10D66D0DE675C1C1379B89FE0F65AB12AF909290EDD3BD167EBB741A2292812BF3C28F39C5AE0417F13049EFA87C,NULL,NULL,NULL,0,NULL,2017Fall
0x015CFAD690BC0073D3D80355FFE38524E0CD60C2AE3406A2DBB87E8A9BB4CF906EAAD32BBDA870F0C93CF90416E94248635B37C4162202F3D91DFF1F1CE9E8C99A,42,81,41,164,104,2017Fall
0x015D98B183350995FA4D7301CD54280F4DE101BA909A88AAA134025CA1F36D5693E97117C26A42C01EB69C3EEB537698653309E29E8052B901A167BB99FBCC7508,NULL,NULL,NULL,0,NULL,2017Fall
0x0185110EABD2F2B89F58453447DD6348EFA23BE784FF812283F20AA8A325063B15E356E6BD92C93B3FA9B5E2477A51A7419C918A8EE7E21610404E06CAAEBD887C,66,85,44,195,105,2017Fall
0x01B874360F6AA373ECCDCE76087F3D1351123E5249673EDC7F2652F3BD1FDF5A7ADF1258B28ECEE1CD56FD1AFE8375F00AA1C669D7BA2B43ECE7BB1180015B15A7,NULL,NULL,NULL,0,NULL,2017Fall
0x010EFCDE2C1936A9A57A92CB602D05420D6309F6C1EB1AAF6222889B36E19B5F41CEB66D38FBA19864C40ECC6523F9182F4EA3E8F50F36955BFC008F59EA9112FA,NULL,NULL,NULL,NULL,NULL,2017Fall
0x01BDE8DFABE5B2AED7AD593E0BA3AB1E4CBC20DF8CD806537F18D8931B25201E4A73B8418E52CDBB48298B121227E9237E0F6F8DBAF5E9A8B896404B8B986582DA,56,48,24,128,103,2017Fall
0x0198183D519C2D4ECF08D85E4F05E596218AA355B6438B94078C389B304818F494591DC1CD2F1D5CE4E84388D63DBEAD97BA47292962340C596C4A626D41C8FED2,89,95,23,207,106,2017Fall
0x0137BF4F102A1CA62291A5FE0F8C58B001D57C1ADD87B5DA8D6A9E1D2B129C1AA5AC836072AD6A6A021035DA9E595F3A89672E2698E8240C152F66E0D528B0B6CA,NULL,NULL,NULL,0,NULL,2017Fall
0x01B1547073B1424BB44F147333B9E59FE23A691793F2F4C468F71E832FA4DA03FCB07B95587D9AA4B1196DC2FDE484410093BA6C3BF2A1185E9BCB4F1F8C22AD88,NULL,NULL,NULL,0,NULL,2017Fall
0x0172DA8BE7E77C07B0ADE7AFA065C3ABB6BDA4C3025A8C306EEE9606615410E84E6FAEDECBD01F80639153AB5F22EC168721C1416E84AAE0BB2FE6FF141331599E,NULL,NULL,NULL,0,NULL,2017Fall
0x012586CBEAD46587F6B24E7186C6A0DA4096D2966B1A72093015F4EA6F54DB79762148D58DF5DEF50743FF59989191EB7DB140CDE9A215C47250D688725E426F95,71,85,41,197,105,2017Fall
0x016DBBC55242AC4892BF5A012DE13C242BA13A1C244B2D1EC3DADE6C9D92DE68B45EC0162773309C72866420189A6F2F2BB80B707FA59B420E8EE1D8F3725F0EE3,NULL,NULL,NULL,0,NULL,2017Fall
0x017216D28F476AD70E08C36E25937AE9065C4F2E75AE4B1C60AB7511F6DC978EFC697FA0B5A8567EA0006F094B1782A9C0B7DA6316B3A1984FE20BF9F484EFE8A6,NULL,NULL,NULL,0,NULL,2017Fall
0x0120DC5A2B6D931604607472949D8AEF6E3E00E6D1272E58BE0D2328F4A30557AC89D620770C1E3AC21C4C470324E60574A4588224E7F1454AC27EF92EDA8CE02C,NULL,NULL,NULL,0,NULL,2017Fall
0x0112D2289C9B4163443457C120DE3CA429CC71C51431B44AD16AA98A9C557BDC6E4C5F817995B70C205AD2DF2CB8596EB851E2715FCBAC51F025AE97E68232E6B8,72,73,38,183,104,2017Fall
0x01E40522BDE7A37837A5C86A7CB2A4813C9B444F8590C66D110B99F817BA7F34467D3EC324ACD8F39A71FC73F88BCD82D56D4FEA35743CD63B03F8E1BF66DD94FD,NULL,NULL,NULL,0,NULL,2017Fall
0x0151B87941DD97E4B963DD2FEF4C3BC397937C3237CA7A77A9458994A40C75C82E4E4C73DA00BF284AF7A8253E3E7A8210F7627E76311845415037E8D83B840F9B,67,69,30,166,104,2017Fall
0x019EB2296DF339F806B4EB75DAFD19CD959D3F6383BE00F93CD83E15C4F919520886BDD2D99E7279E91A9C45D3BA6738ECADC4727956E39EBAB0F25CF214A9A310,98,69,27,194,105,2017Fall
0x01258E744A31251C8F18791269D95FC0F969993AF63AFE4141347F1B35239AF2EE2D7856E5A34A2154CB36446C93EC4B719131FFC3C8BC5125743EAEAACC3A863A,NULL,NULL,NULL,0,NULL,2017Fall
0x01EB152B2753E2997F3E815050A4FCB0907C9F2F19D5F0B218CE9337CC30CEC0D57785AC7B807B009DE9615283B83E7825BC14FD864DDB5B973192415C60D26E95,NULL,NULL,NULL,0,NULL,2017Fall
0x0119CCA66F098DF181E90E7C3CBD78654F5DE7A02F7AD4DD081E56C86452327F189B0D6DF33C3367EAAA079C4B281460729B29CD89F2B3FFC900688DDECFA2CD5D,NULL,NULL,NULL,0,NULL,2017Fall
0x0132D1AB7DE42BA510578CF9C076F4356E2570ED0D601EC3C987E2919534BB0AF4E0BCD7694907856C1FE29D2E828DF7FCF5B0080BA9474560F772EA408881BCCA,85,96,37,218,107,2017Fall
0x01D5985815FE94400B106EB19AEEB0A1407369332A7B3DAEE3438966F2BB91EC7275EAF8BE94A6AA4075B731594A0822A8EBE0E09167360C42AF7FDBC37F1F26CA,NULL,NULL,NULL,0,NULL,2017Fall
0x01B515C3435E30067B81E6661B39C696E1163351FEAE2C35AA17AC69EF5220C3266792869886BB1B890F8B1ADB354C751E4A7C3816A03A9093219FFD8F3102DCF2,35,59,30,124,103,2017Fall
0x01A3422DA4E3B233522D4BC667740A0A4B2B1D404B1A9762F3575A28E3BEFD272EF65C060BC10B8DA82BE0D7D51DD6D07FDB3E9564DC29474C2E71CAF0706659A3,63,93,35,191,105,2017Fall
