ID_encrypt,Start_Date,End_Date,Do_you_plan_to_study_in_the_Academic_Program_next_session_,4_Day_Test_Prep,1st_choice_elective_MW,2ndchoice_elective_MW,1st_choice_elective_TTH,2ndchoice_elective_TTH,Quarter
0x014F8B7B38A1DE4C8636FF2955A2ADC219EDD000765A45E46473C60030BCBDEC92947665CEA878EADABF4F50B37F37CFB671B5A327C49C43192B6CAB61DF1C557E,9/5/2016 12:31,9/5/2016 22:02,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,College Workshop,Active Listening and Speaking,Current Events,American Idioms and Slang,AIEP_Fall_2016_1st_Half_Elective_Preferences_Advanced
0x01D4AD466E2430EC6A7900F248A41EB840DD7BAEA7FD8867B61A2489A73745ABB382973827062DFF4227E9A90E676FE42AF62FEF81A90D2F45A66C8CAF6C3621C7,9/3/2016 8:27,9/6/2016 15:11,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,Active Listening and Speaking,English Through Movies,American Idioms and Slang,TOEFL Preparation,AIEP_Fall_2016_1st_Half_Elective_Preferences_Advanced
0x016F19F4A2C554C6BCAEE2B6E859EE7142831A94DCA9BA06FDC6E2DDDBAE2370A5F7BFBDC65DF920BE93C7E9773D2D8C30A5E88725974A2E9060C897603F52B3E2,9/3/2016 1:48,9/3/2016 1:48,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2016_1st_Half_Elective_Preferences_Advanced
0x013171374FC06272D8E978EAB1178DCB1F9EEF507689B13E4AE7A70F921B9493D7C88EF1294B05D85B8FCC8973ACEB3684B51B5800F93086DFB3E30AEA302D9C92,9/2/2016 21:57,9/2/2016 21:57,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2016_1st_Half_Elective_Preferences_Advanced
0x019B4B893AB00BF92B0664A25E3762EEB3EEC80A5D7DCF96A1CBBD0EDB31F39F5F4CC8E0F561890E3008A5697675A73E3E347830F67C91AA3980BD3F63C78A7CE3,9/2/2016 20:27,9/2/2016 20:27,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2016_1st_Half_Elective_Preferences_Advanced
0x0167CE17E8CCE5FC41C9A8906E1475BD37ADAE3F07CCE6EC61DBC8E1B0581C3D9C9030C9DC9505206CDC004A1BE0E7472BAF86EA41F3620FB56279DBAD60A68AE6,9/2/2016 19:09,9/2/2016 19:09,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2016_1st_Half_Elective_Preferences_Advanced
0x0174E97ACFE5034CED0460700C6E33EEC1CF5C8CB012294F1497388967D6A9A7CF2D83C08B96DE8F1E79708BD24D7E3F3DB5F3E02C2D396C3861CA480AF9BD8F25,9/2/2016 18:30,9/2/2016 18:30,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2016_1st_Half_Elective_Preferences_Advanced
0x010413D4FE8FFD80B2FDED0940948C7A6A18719838ACFC3131FF195F6882EC88B7A2D8BC8CA326591F6B6A6FE0DDC9C14A707A80977B19D1DE8D8C449642A2B0E0,9/2/2016 16:57,9/2/2016 16:57,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2016_1st_Half_Elective_Preferences_Advanced
0x0150309A41A51DC0D7036CC8933613CC0C9A6E569D645E8C722EEB23B5DAD88E0FDB8874D6854DD49AFA17D9BE7D664F3E5C05778AF9A8B17F52FE8845F3E60079,9/2/2016 16:45,9/2/2016 16:46,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2016_1st_Half_Elective_Preferences_Advanced
0x012DAA2C85EF8A5C2BF8726D123E7575FBFD91E119D2CB44FCCFC502D7428137AB457A652C1530C193168B5268D15B8B23CE438E4E33F6D6757803621938B425A4,9/2/2016 15:37,9/2/2016 15:37,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2016_1st_Half_Elective_Preferences_Advanced
0x019CAD41309627B46EED0375A14439C354DBE953329F1D75359A4F814D19001939E7E2C1F7F4920DE9D0F4433D0A1742C3DB324EB6A896D053C1315F40AB7F788C,9/2/2016 15:30,9/2/2016 15:30,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2016_1st_Half_Elective_Preferences_Advanced
0x018D68BC164C1F671660A1D92B7AF1C7825FC965CC2595378A7592A1AE7D5AA754CC5491CDC8A80C8812CAFD1A6E06C794EE95EC93A719C4FA6A5633EFE7AC547A,9/2/2016 15:23,9/2/2016 15:24,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2016_1st_Half_Elective_Preferences_Advanced
0x011AC847348DFAB6E5B5C0CEE41DEF23460CCB19FAD29591D133DD3E8A063BA04A288669793477165DD961DA8EFB7443F52061AFC0EC32DFC36A0C20B2E088B944,9/2/2016 15:04,9/13/2016 12:28,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2016_1st_Half_Elective_Preferences_Advanced
0x015C57E8C34836B1D313652BDDD4C7B897EFCF489E44CA563711D1B3863A7D0513C2965051FF3DD4A1C3938982F27DB8CAB8B225B56CEB98E4221819DAB6291A45,9/2/2016 15:00,9/2/2016 15:03,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,Public Speaking,Public Speaking,IELTS Preparation,IELTS Preparation,AIEP_Fall_2016_1st_Half_Elective_Preferences_Advanced
0x01FA25306C65FEE3E812A931B7AD8101798F1BF34BA5D5D73F72B6215B2111979B5759226EC110C9BBDFCB62B07D5FF01CE258EAEBDB9520DDF4FDA6528BD2D6AF,3/17/2017 5:10,3/17/2017 5:11,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Public Speaking,College Workshop,Current Events,Current Events,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x019E69B1BF9BB14C43065155A5C9BD360A4A681C54552EBE819186B57F7FBB8921A9D66560478348EE9D54010466B2FF96F526F3DC2A4A024D3B19CBD008FE1306,3/16/2017 18:02,3/16/2017 18:02,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01A412DA4079427A0788F88F3E6AC90E0EB226C31FA800A5AC46752693F6AA936C7CF72A766B7DE3E5616CF245CA529437FE4FD51330DA0BF3AC1DE8BA0D70E656,3/16/2017 13:18,3/16/2017 13:22,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Public Speaking,Active Listening and Speaking,Word Play (Academic Vocabulary Development),American Pronunciation,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x018B3D568F03C762B591C46DD6E83787D6A8A325A09E3AEB4B492CC3CDC858B695FCE5DFFCC48556AF06FBBDB06A7FD4036266C1AA5A12BA3A040229CF1E465489,3/15/2017 15:39,3/15/2017 15:40,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Public Speaking,English Through Movies,Word Play (Academic Vocabulary Development),Word Play (Academic Vocabulary Development),AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x0198EFFAFE06C397F712E6A32FAA48F9163CDDD38B0102479FEC471A750922521B5D674E2771DB08A397FFA40A8E4C5A678B7B841A453A175124CA3981688C85CA,3/13/2017 1:26,3/13/2017 1:26,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01972B3B79F47EBAACF105780563DACB684D5836072F8CBD0F864D5937BEE9A54616A64CBCD5890B7C800E908D7D6B74E1A965A128D4F0B7D7C9D7DE37825231B0,3/12/2017 23:35,3/12/2017 23:37,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Business English,Business English,Word Play (Academic Vocabulary Development),Word Play (Academic Vocabulary Development),AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01704D94958DBD2075174ED8CF38669BBBD29EBE14AEFD95211C5DD979E08A62A59D6DFDB10FFC5DE1A3701A72353B9083250ABC80BE60A59E413ABB92E4BA50B0,3/10/2017 16:32,3/10/2017 16:34,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Active Listening and Speaking,English Through Movies,American Pronunciation,Word Play (Academic Vocabulary Development),AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01BE992F11BFCBBD08E1E2A7B2BD5EA74B61D98EE6FB5FB58707E571B4B1F7145291FFACFE3F509A4184A694E1BCE62B07939B89BC9DF78D8A3E8B9C5D624B5B49,3/10/2017 15:30,3/10/2017 15:32,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,College Workshop,Public Speaking,Word Play (Academic Vocabulary Development),American Pronunciation,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x013FF9FC4DC0D8BCEC60559316C556AABE814EE3360B08052DC7F3ED71FB5222442516D21C7DFBEC06152CC34115171610F8C8FE4CF17FF6700E142E8F63A3B6C0,3/10/2017 15:28,3/10/2017 15:30,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Public Speaking,English Through Movies,IELTS Preparation,Word Play (Academic Vocabulary Development),AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01E896111C14750FF43CDC8C9BDBD6C7A4BB04A121DC102D37155D43FCD7A19A90CE5C6CD6F17A9615F4C050E5041961009F456A04B880512CF959687682F2BBCF,3/9/2017 22:34,3/10/2017 23:31,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Business English,Public Speaking,Word Play (Academic Vocabulary Development),Current Events,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x019606BE2DC95A15DBCC421D72E981FD2CC2C0A3DA230DB82CAC6E052859313C5A2DF66C6348644A7D978DC33B308EB068EE98DE11F8C5211DD63148F51289F186,3/9/2017 18:41,3/9/2017 18:41,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x018DEDAE28AE9E6343D9069F66E28365DB5D692AB0BDA4AACF6F8B88F9C3CF4B289D84379B89DB697B6512DF4092B16FF035D717F2BD08EA0E4D9C372791BFB376,3/9/2017 18:13,3/9/2017 18:13,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x0170FB2984D52BA59A0FE2B20DD41815CAC43AC6A509DAC0CBA0551B08CF1180C94E2EE10CB674B9E45F9776D9FFCD6BFEC7047E6C1DDE82B65704D966FD10543A,3/9/2017 16:51,3/9/2017 16:51,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01545C4D84D36290CAD3B49D0401D16D0238002368F6F65202AC24F87BAB9C5E7485CB841A0920FA4EED838EED0D5FDA64345D92C0A8DF169911FA19FB00DBEC87,3/9/2017 16:06,3/9/2017 16:06,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x016AAB34C41F21633479840EC2DA354DC827F52D552555047F47C4640D9AD0FDD84ED88077A74E1920A925EC3CE2C3F7180DAA5C085FBC4C1DE0ECF08E88B2CBAA,3/8/2017 17:35,3/8/2017 17:35,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x012A09F95101807404FF07E4364386A87576FE301ADEFDA48442010292D67902AD9DC61EA4ACB1CC1E66BD5403F94A0EA5E57FAB300E6FB2711F52ACC585805A87,3/3/2017 15:27,3/11/2017 0:13,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Active Listening and Speaking,English Through Movies,Word Play (Academic Vocabulary Development),American Idioms and Slang,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01944F3842D70D640D10DE3F308EB4630A8340FE68E52A991C0D259A697E04FEECEF34783800552FCB4FE28BB0428F07A83779CEBD101071C953159A753E6D895D,3/3/2017 14:29,3/3/2017 14:29,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x0178A8A04FFD2C16397FD9C1E8336B23CBAD0CBBDFAE6BAA53D33188A2005F2398567B14D6D7B4ED33AF836A711B692DEAB5CAB941CC4E8EF5F912301F1263BE74,3/3/2017 13:16,3/3/2017 13:17,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Public Speaking,English Through Movies,American Idioms and Slang,American Idioms and Slang,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x0100A9F38CF183CDB3639AC87506A6F6578F61600FE574D16A04650F05F83E61CD5FF9AE54D535C8C5E0E6BAF5100C11A723B833E3AC7E145FE3C8E153718F164C,3/3/2017 11:31,3/3/2017 11:31,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x018AD18B601231FE8C474C4937925DB6E3CE96004D17BD2B0A04CB883CED4FE0AA29FA4C93924FA2848C2FA1E20BC997E37406EAED374FCB500F9A69F1C6C7C492,3/2/2017 23:00,3/10/2017 16:08,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,College Workshop,Business English,American Pronunciation,TOEFL Preparation,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x0166BC37F28B0E41586D0A6FC20FCFD5F381E9E00E824E359DE5470B27F919C04D658696F4E0064125DDE3D4AD511DB157695993097F4FE935CC53CF02678C97AF,3/2/2017 18:53,3/2/2017 18:53,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01E63DB5C5445901AFC1126ABF1F0957A0918E9362DC4B1EB519627D195FD2CB28B534241998CED85963465A173238A2F316C59DE2D3CA143208163C88570A851C,3/2/2017 17:44,3/2/2017 17:46,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,College Workshop,Active Listening and Speaking,TOEFL Preparation,American Pronunciation,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x013CDDFECB46A28D94950BC22314D4F14F30B0506B0955C807E7A3E9E1CB318D195655B0D0CB75BA00D9055A9CE0797CB8457C5D8187373E5631C3E0BA27BF601F,3/2/2017 17:21,3/2/2017 17:29,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Active Listening and Speaking,English Through Movies,American Idioms and Slang,Word Play (Academic Vocabulary Development),AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01283D91E83998B4DEF0C4192BBA64E21F3D8B9EA80D5FD06B1D1AFDAAF025F875D722383DE97F9309018FD1CC96AABBE000B91ED87E01A4ACF4887A2CCB3E02A0,3/2/2017 16:48,3/6/2017 23:21,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Active Listening and Speaking,Public Speaking,IELTS Preparation,American Pronunciation,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01DC7AE922E0CEF82F0C8499440C39262696038403D9E569639275E09AA7A0D4AA63D2F2DEE6FE688E379FA15926DACEAD856ED556882DFC5CAFC74A2161465723,3/2/2017 15:42,3/2/2017 15:42,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01BDC08C21D9A5F0B0572C2E7B0A5ED07A6398FDC001E8D49E8D3BEB6D2899EB01F323D8AE52B1BB7536F0CFB2892EBC69D79EF8D74A97593C0CE69C3B4C60ED75,3/2/2017 15:39,3/8/2017 16:53,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Public Speaking,Business English,IELTS Preparation,Word Play (Academic Vocabulary Development),AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x0121AC34F41B120987A402576C642A2F6EB84B69E46C33266FAE56E43FA5C1DE1095B123A547DAFF3DB86355846E91AABE09B6BFF4B59A26430D845DAE38A1BE62,3/2/2017 14:00,3/8/2017 21:05,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Public Speaking,Public Speaking,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x019097A1A39AC7323FBACA0CD994F31BB4A12EC3123A5605839677890CEEA10627C82D98C7FCF3CEE2B8F5F5279ECE1E11CE437BD04723D38601B396D4FE06ED1C,3/2/2017 12:32,3/5/2017 4:52,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01606E3AD68F19C59C54E56CBB00AB758BED6F8D65C013EE0B1070F6BCD604433F8A260F2CFB4295E1E2BDCAA2BA17C2B90E43FD5A5B14B714E9DB1ED86D7ABF6E,3/2/2017 12:31,3/2/2017 12:34,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Public Speaking,Public Speaking,Word Play (Academic Vocabulary Development),IELTS Preparation,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01FA25306C65FEE3E812A931B7AD8101798F1BF34BA5D5D73F72B6215B2111979B5759226EC110C9BBDFCB62B07D5FF01CE258EAEBDB9520DDF4FDA6528BD2D6AF,5/2/2017 9:23,5/2/2017 9:23,NULL,"I want 4-day TOEFL Test Preparation (Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Spring_2017_2nd_Half_Elective_Preferences_Advanced
0x0120AC42C1F7FF5E03620CEEEAD157E858FBDFF672F9AF3C714CF3F56ED7A6E712D86DA67D770B231831B122D8484E015C45EF2C31DEE6ED2BFBB55EFBB8084612,3/1/2017 15:01,3/1/2017 15:03,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Public Speaking,Business English,IELTS Preparation,IELTS Preparation,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01A87B2BB49265DF7FADB40DB6B0F726D443DC0F009EBE5184FB4D3681AFB3D0BF5D795666BE69DC66061932B9521D1E514C7DCDC221926EB29237F537DED58AE9,3/1/2017 14:59,3/1/2017 14:59,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01D2FED2789479C81D20A418FB0B70C0B7B8A90803E4941442E117D7A836E1FE903B9C5C220954E9FDE98E10BDF53C2C1BA3AC3FC5BDA37D118CEF83BD0844308D,3/1/2017 12:34,3/1/2017 12:34,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01D4759C9C6C93F5F3888D0E0C2FFE476D764220F4FCBC843B54070B7BE1C00CF114DC9659E38EA70E082E14B482A072BCB5BA0356F088706AB737CF1BBBBAEDB4,3/1/2017 12:11,3/2/2017 22:22,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Business English,Public Speaking,American Pronunciation,Word Play (Academic Vocabulary Development),AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x0150BE18C453C5F7E0D5501653922C6112DB445E602BB4B533D5B4BAEA76B175BF645D8830AC668BF3AFFE1C96A8D7A2BC15D4F30BF7523F92B8C09DFB6B54B097,3/1/2017 12:08,3/3/2017 15:25,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Active Listening and Speaking,English Through Movies,IELTS Preparation,IELTS Preparation,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x010C10AF22C6FC34A222407FE72F3FDEE7EDA9BC2A309553541FD69658101B5B5F1BAE085E7DDE87085734BA21351BAC861835A48F7294030DE22934ACE3E58A4E,3/1/2017 11:44,3/1/2017 11:45,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01A6AC764DD48AF68412777A0CC2F0A5ABD96C1EEFB3B6C397717674498D8669A68D01DD62BCBA0F5BC5D556E40399798AB8753E507398748C47AE1FAB442167D0,3/1/2017 9:58,3/1/2017 10:02,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,College Workshop,English Through Movies,Word Play (Academic Vocabulary Development),IELTS Preparation,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x013EE58E9CAC52EB892CFCCA93C73E989F96A3E4DD475DE3A098FBE9505195954AAD0624DEFA9CECCAF07BD659D7FBE2E3902B18699982A892D7074859335922C1,3/1/2017 9:58,3/9/2017 16:30,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Public Speaking,English Through Movies,IELTS Preparation,American Pronunciation,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x018A0E3104FEEC020E30446C82D82060DCA051B7322D4802A36A19B5B813BAC425585EFC4D345D9956DFE9C12021CB50F33F613AFFCC36A16A3796E8E396370C21,3/1/2017 9:38,3/2/2017 12:58,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Public Speaking,Business English,Current Events,Word Play (Academic Vocabulary Development),AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01BAAF34F6A054B3B15C5FB2C8CFDBD33B33DA36BD6F1ECB2F6E166A3B342D566BFA856CFF4A7B8ED706654A91C65B581BB19796DDB145F7C03C0C37BF275AF565,3/1/2017 9:22,3/1/2017 9:22,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x011AC847348DFAB6E5B5C0CEE41DEF23460CCB19FAD29591D133DD3E8A063BA04A288669793477165DD961DA8EFB7443F52061AFC0EC32DFC36A0C20B2E088B944,3/1/2017 9:04,3/1/2017 9:07,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,English Through Movies,College Workshop,Current Events,IELTS Preparation,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x0103E7D7FC389C1E614EB0AB80D03D212F9DD17E3C961400E32097AE1898B16E82BDB2703E24782674CA087E62559F80B375568633053EA9DE80FC0550754E1430,3/1/2017 9:04,3/10/2017 10:09,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x0178954242F4FAEE2B05DF73179E739EBBEA46A1F5CE10CEC323B74E16E5302A75D5FD1B886121F8E82B6AD40D2428D5B0182A28FBD0D333FEAE52FAE335BB4E34,3/1/2017 9:03,3/1/2017 9:24,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,Business English,Public Speaking,American Idioms and Slang,Current Events,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x018A63D8C5D9E2E87BACD416E84284B92C0617233AA2D03E41A0FB5C389F20F5E7BFE41CB5869C76FA892039B280191C1A2B422447B9EC307F90DBA0C0131F5C45,3/1/2017 9:02,3/1/2017 9:03,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x0160B9D222E6BA0F510945C9B7FD4C8C9FC76E3034343F2FB499CE489AE1C115E4556D40B4AD45ADCB82C0A161F826ED33501587082AC2ED628D688C5558D3EF96,3/1/2017 9:00,3/1/2017 9:01,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2017_1st_Half_Elective_Preferences_Advanced
0x01A6AC764DD48AF68412777A0CC2F0A5ABD96C1EEFB3B6C397717674498D8669A68D01DD62BCBA0F5BC5D556E40399798AB8753E507398748C47AE1FAB442167D0,5/2/2017 14:01,5/2/2017 14:04,NULL,I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,English Through Movies,College Workshop,American Idioms and Slang,Current Events,AIEP_Spring_2017_2nd_Half_Elective_Preferences_Advanced
0x018053101DBAE7AE1F28322116A2860255C8DAA05F80FA583113FB223784A69260A4DC7A1BD3F0931460DD3967D6F2A6869DAED7DAB735B51DDDE3837B959143BA,5/25/2016 14:54,5/25/2016 14:57,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,Public Speaking,English Through Movies,American Idioms and Slang,GRE Preparation,AIEP_Summer_2016_1st_Half_Elective_Preferences_Advanced
0x01FAF4804C0DE6D61A387F54BB313AE97E7FEF344EED1D6E5EF1AAF46A5ACECDE3AA109879C02D61DE950186790761DC5EA5C729AE77FEA8E8D7F24309EEE02909,5/25/2016 13:54,5/25/2016 14:00,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,Active Listening and Speaking,English Through Movies,Current Events,American Pronunciation,AIEP_Summer_2016_1st_Half_Elective_Preferences_Advanced
0x019711C09809249BD14DD8DFCDF97DAA336CA944E55F0EA22E9D60A391F8B1E794DC1DEE38127F7F15AF5FA40035ED5F942C4F76283C9CFDEF776943C049D14746,5/25/2016 11:13,5/25/2016 11:13,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_1st_Half_Elective_Preferences_Advanced
0x0176CA2EE9979B7737F93594381F9617FDA9BABF98DD414D849765793A40E5865D67EFE639A37AF76771A1F3E3D7C59C158495B26D7CD376B2CE4823E230C24783,5/25/2016 10:31,5/25/2016 10:34,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,English Through Movies,Public Speaking,GRE Preparation,American Pronunciation,AIEP_Summer_2016_1st_Half_Elective_Preferences_Advanced
0x016C16F1F09276CE6379A7EB89A3951AF3D14343CD159220FF71C2900D110ACF368E3C06A992E0185EC965C8E27A57A629111468C2AFE43F88A6136E9E1D0EDA70,5/25/2016 1:17,5/25/2016 1:17,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_1st_Half_Elective_Preferences_Advanced
0x014CD5AA3146CEA5B16030B0A409B98CFCC10B572A7E6764B4735EAE2019F71EA727B31B041E49254722C7C349F6AABDCA98DC674AF0AB979FC85CEDAFDFF15961,5/24/2016 22:40,5/24/2016 22:40,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_1st_Half_Elective_Preferences_Advanced
0x0192CC7B5A31154E35A421DDA7E31D5FBB22344904EFF52E977E33BDC85CE8F383C274BD4C06E28E947128C24011D5BC5186ECFC30C3142DDF7A94A4BF354BF294,5/24/2016 20:30,5/24/2016 20:36,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,Active Listening and Speaking,College Workshop,TOEFL Preparation,IELTS Preparation,AIEP_Summer_2016_1st_Half_Elective_Preferences_Advanced
0x01FF8F1236537E1210FB36F56C0A867D6AA47FC415F6C3689B65C66DBFEEA833A77BE8B937B5ABD0B31B184C92C6A8419A8A8030381F86EDD1B3524E788296E483,5/24/2016 18:49,5/24/2016 18:50,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_1st_Half_Elective_Preferences_Advanced
