Custom_Data_1,Start_Date,End_Date,Do_you_plan_to_study_in_the_Academic_Program_next_session_,1st_choice_elective,2ndchoice_elective,Quarter
0x01647D0DBE6F8E51A7D7252859E7AAD33B2BE7538275779654960B607F068849C97D9C95750C9628D63CA867D94D75DB8537AEDE2820C71BC891FF923F872BD387,5/24/2016 14:47,5/24/2016 14:48,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,AIEP_Summer_2016_1st_Half_Elective_Preferences_Intermediate
0x01654F67F5419198A49943D8A1FB48F64C3BD5D4E551F10690EAE5B7ACCED3F258644C9B42423DBB554BE48527533534628CC47FBC8DBEFAD25268323A02F69421,5/24/2016 9:15,5/26/2016 11:55,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",American Idioms and Slang,TOEFL Preparation,AIEP_Summer_2016_1st_Half_Elective_Preferences_Intermediate
0x017865720A018C030F42E9A4652F61B6F30B2DCF32F2DDC202D6B54F76763470129AA8912ABD4D8B6E434C31AA0DB3FE8C016E564BFD1B0B06A65734F766189C96,5/23/2016 12:13,5/23/2016 16:43,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",IELTS Preparation,Word Play (Academic Vocabulary Development),AIEP_Summer_2016_1st_Half_Elective_Preferences_Intermediate
0x01494FEF58082D9EB2974BD6018FA21A081CDBC330064FB240F2B58FD32AD62A0CEF966FC538E467D41CD27A203F1783883E07FCD3065B0FF32F30028E1A3418F6,5/23/2016 12:02,5/23/2016 12:04,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",TOEFL Preparation,TOEFL Preparation,AIEP_Summer_2016_1st_Half_Elective_Preferences_Intermediate
0x0126B059E175025C494FC6A94DB207006B22911C1A9DB109310A3F72A9A09D2B0AD00E991C4AC08F5D6D71C25CB24BD45AC25A5C18063C438FD80D8474C12DC0F4,2/4/2016 19:16,2/4/2016 19:17,INT,American Pronunciation,American Pronunciation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x0160FA2C47D433EE0F5D3A8E0534C530AD816FDB78027BF3D68B429AC16EFCF1DE0728B2FEA384319E03C901ECBF5DF41287628887A554934FF05B10B181D23545,2/4/2016 8:06,2/4/2016 8:07,INT,American Idioms and Slang,Word Play (Academic Vocabulary Development),AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x018DAB50C3BBCE1A1992EC2D07BE37737E1BEC6DABFE10A823F9F5D67A5D6F6B60D2E904F5C0DCCEA0A356405C157195681E02708B11F3AE0660849DCE74B6522A,2/3/2016 17:54,2/3/2016 17:57,INT,IELTS Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x018BE3BF452DFE43590ADDD14243B06D9F149E5FF5B34BAAD5313D686A6D92593A81B5B396C9BB389ACD759ED0A17A698C68C02D15C34CB356DBA7C26F6C5122DF,2/3/2016 15:35,2/3/2016 15:35,INT,Current Events,Current Events,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x012130D9416D88E25CC4D7166C659388991014D7A80AF660954DA52E43920A4F68A71F4781E61464BC0E2676068EF173AF6F51E51847CDD6BB344EFEB00D56A0DB,2/3/2016 14:44,2/3/2016 14:45,INT,American Idioms and Slang,American Pronunciation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x01CF7317B879A61710E3FD6AF0FB03745C254CCA5A5614209E63716F0188B563EB174D89E841ECA7C4B46625AB24E604FBC6A9912EEEDB6CAC4B0FC8AE310A699A,2/3/2016 13:07,2/3/2016 13:07,INT,American Idioms and Slang,American Pronunciation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x01B6195177816713EF9F4E7C1EE0BBD1330A3F9D959C9A8CB62668C20791C515552B0DEEAD7A7535B825022D4A427E0604A2D917A65121B1BA2305620A08533DB3,2/2/2016 20:18,2/2/2016 20:19,INT,IELTS Preparation,IELTS Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x012FC986267C39AD9909C1CFA86629F84F518987FA523A61470A5A133A93DD12681675AE449152A02EDBBA84B2629B95CF1F969111D73BC369E857FB817A571E87,2/2/2016 13:28,2/2/2016 14:53,INT,IELTS Preparation,American Idioms and Slang,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x010CC33E05B0E31A82CA58269C1BF360E8F9502FEDE2D2E00493E5B9AF7486E19D3869E2E0280144E59922C08BE77D77141745AF1071E63101DEA433942BF73042,2/2/2016 14:10,2/2/2016 14:12,INT,IELTS Preparation,American Idioms and Slang,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x018FBD91D180AB1115280AF4E01E5BE8BB8E124EE83F15FCB6B222C84FFFE2684E3C196F9AE742405DDB71FEA0560CF16B60D728C46CB4A1AC69ADEACBA566A8A9,2/2/2016 14:00,2/2/2016 14:24,INT,American Pronunciation,TOEFL Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x014132FA653F6ABD421F09AF323483302E284B26760B4007BB16BC4866922C5B2B31BB99061AD999AE34470386AF9092D2752EA4951FA027C80A3D636E6901A6D4,2/2/2016 14:00,2/2/2016 14:04,INT,IELTS Preparation,American Idioms and Slang,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x01BC004DB7394052994895F0FA17A6D9FF57835E63C9BF00EDD6D3FCA2C34C74669978F708461BF5CC3BF6E4C55232952628D3C3EE12A643F2291E3E156CEFF4A9,2/2/2016 11:05,2/2/2016 13:13,INT,American Idioms and Slang,TOEFL Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x01C893ED8A32C0F22B661B9CBCFC5F80AA77535CADFE36F788D76A58AF0B4B4B6CE001A4C89189ADFDC5866932ECCCF19F494C4C19C9FF3B18BB47553A35E2D6FE,2/2/2016 10:58,2/2/2016 10:59,INT,IELTS Preparation,American Idioms and Slang,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x014B5701DF09B796764EBBC80CBA995FE030E79F4C2173024B2EC1C3FE4765D16BDFE33AC30DD4F839009D86EE7B3D8FD9471D91E4224799A9170770B707F6B475,2/2/2016 10:42,2/2/2016 10:44,INT,Word Play (Academic Vocabulary Development),American Idioms and Slang,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x01B6709B922B90893D43E7FD5EB2F5F77B21CB74879FD8912439CE13EE5F492CE791486314AC5FD524AC1DAD912436D1F9CDBD4E6B70C692E6FD32426346787FF7,2/1/2016 21:48,2/1/2016 21:51,INT,Current Events,American Idioms and Slang,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x014BD591FC5C08350D96DA65082CE86875E8989F839A174650EB41BB05F4A5C331FBF7EC0A84FD4F70A0F9EEAC6D361D16F5CAB70AE068E1D8CBA157EE057AF3FC,2/1/2016 16:50,2/1/2016 16:51,INT,IELTS Preparation,TOEFL Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x0128A247F74F464335B6BAE573D237CA6E60DC7B76B26B684AF6A24E8B98C0FFB11FE17EC9363EC714D09200442213771F5A82AD3744641EEA447C773172274BBD,2/1/2016 15:56,2/1/2016 16:04,INT,IELTS Preparation,IELTS Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x0154323FCCB2E59AACF5A4A3AAB330325953B6356D23B4A0D2E4D41E818D8B68475BD4847659DF4A6676A36D896443BCAFE47A74DA3E0C8CD1512EA25780D9C682,2/1/2016 10:14,2/3/2016 13:55,INT,IELTS Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x019E702A044F8602F1AFEABA3433646AA347E8C36820462DE1BBD63F008A358803A0C8D2BCC885381299543246CB8E1ECB1E724AF861BA6ECFC826CD060A413A9B,1/31/2016 0:02,1/31/2016 0:08,INT,Community Service,American Idioms and Slang,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x01AB12362DA2EAA365C74EDC41AFFED92B33CDDB01A971FAC761AAE765876E51325DEE60143C44B576A6968047300203815E7D4E346D8F58295297112759E8C01E,1/29/2016 14:15,1/29/2016 14:16,INT,IELTS Preparation,American Pronunciation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x01612B1209BB5D62FC175659AFE10466807CB4A235296754E4B1CBB511181FD6B1A10B511A0D7C5BDECA509564CF28E397C692B386FA59C59CA298455E34775085,1/29/2016 7:08,1/29/2016 7:09,INT,IELTS Preparation,American Pronunciation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x01E8AAE719D649A8540394E9391B1CE964CEC9EB63E1B10615E4A66A8AB55E905EC790DA08EEC2BE92BE3C81F8498D63F8A06C9CD0BAB79B97E53847E6AB404279,1/28/2016 23:38,1/28/2016 23:39,INT,IELTS Preparation,TOEFL Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x016A97603D46C6801E4C68A45AFAB139A3C83A70783CC7E4A97E476A808754D899947D4C6BD7344AC39A5B49CE442088AA4FD5283F7B56F3828724701B07928944,1/28/2016 18:56,1/28/2016 19:00,INT,American Idioms and Slang,English Through Drama,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x014C78AC6D0D57091721898297226C33B6161B86BB1F304E6B621491F97561D228A523F8941FB649836B7B20F4DC64A64A3D586D9F1D859D7A7499886DB85C1AB6,1/28/2016 17:11,1/28/2016 20:13,INT,American Idioms and Slang,English Through Drama,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x01F163FA4A5C8F51A3303A9515EE2F90BB9D457345EF885560852FC2B032D1719168FB622D7F1E775720E841E90214B94E113FEC003EE6F31878168E1AC8DF7978,1/28/2016 16:52,1/28/2016 16:54,INT,IELTS Preparation,IELTS Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x01C9F2E4D36BB662A177D509C5FE48B49D46811BD22DBB7DE13B2873E22BBE2A9EF89360D6C2EE960A56A8897A901DA9134EB1EB66F601DFB4ECFE515DC05600C3,1/28/2016 15:27,1/31/2016 22:06,INT,TOEFL Preparation,American Idioms and Slang,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x0124213EEE1D3490F3A0093A0CFB444E73F6F4175FAA8D434139AE0553558F5924847B0650C20B7C973871727BB12BAF6A49642939170F084B1FF0E738FFDCAC68,1/28/2016 13:58,1/28/2016 14:00,INT,IELTS Preparation,American Idioms and Slang,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x014B47B6F5542F11B53B4374DCC583A9491A51E8F2AFA0EA43D2BEBA2B4F007FF9EE545E8672F31012BF4AAEBC5D1A3388C6860C188D182380581765DDFFD92202,1/28/2016 13:54,1/28/2016 13:57,INT,American Idioms and Slang,IELTS Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x019DCFA3C2CD07A45A10619A7FA02B5ABBD572B386A93A70EB72941A6F3B87F0EC0FE35D640FDC80C9BB9B1BCBB2E1F5844D988A4302D10E556DE98DC04B24555F,1/28/2016 13:49,1/28/2016 13:50,INT,Current Events,TOEFL Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x01CFAF390538E4A4CD3927DC381D09ADD0539A8586AA53CC435D99CEDAA26934E1F4C47CD67CCEE4B46CAF876C5F29358981F5F0B0ACB53E22BCA9A96DD332139B,1/28/2016 13:33,1/28/2016 13:34,INT,American Idioms and Slang,American Idioms and Slang,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x01D1DFF8AA6BCD5348C87672672B015644836BA818CC65CDA4C69D4C48624E579B04A83C1E6A60CEC18C0B1AE5B105073CBA46C77392BA6257D9031FFBF3E10049,1/28/2016 13:20,2/3/2016 15:08,INT,Current Events,American Idioms and Slang,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x019AC2846BB414CE7E85C96859D79B9DB57E1E5BC73842F145C4046F8951B0FB8F32760CCD2635C50A9CF2F1D360B71BFC8DAA7F24CEC4D3FDD67A2F0D7DE1D9B2,1/28/2016 13:18,1/28/2016 13:19,INT,TOEFL Preparation,TOEFL Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x01B7E0579A693CA7296DE8193B8F4A3BA3FA0BD6D5A2BB050BC185325905484E1268FD881FA0F19EF67834CBDBC0CC5E350FE0B599DE49CBC7E77CB75972341575,1/28/2016 13:16,1/28/2016 13:18,INT,TOEFL Preparation,American Pronunciation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x019B19F17345AC77587EA0FE5215DEDDAC3BAB41447AC7D20E7EA08CB1DCF0CA90E403EB101959E00DE3042535E498AA8F65222F017827CA01B5AB5BF792AC613E,1/28/2016 13:14,1/28/2016 13:17,INT,TOEFL Preparation,American Pronunciation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x01AEC2B3A4A770DB8077D856E0AB654B0876E9F5BB777A34E05BABED2D3A14DA4BDDE3E11E54B46E66217ECAC1C29A883F0431099E69F221DDCD48A9F7CEA75A7E,1/28/2016 13:14,1/28/2016 13:16,INT,TOEFL Preparation,American Pronunciation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x012B5BBE4C8FE91347CADB6A7E150E72BAF5ECFFFAC04DE11F8B181885352C4BD0FF8909BD395829BCC78E213AC4413EC863B6B4568E917B720F7163E9EEA541D9,1/28/2016 13:14,1/28/2016 13:16,INT,TOEFL Preparation,IELTS Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x0126C1147E1B240003CB58962540529161850638A711862458173FCBEC6D189DB7F2E32160AE6CDDA2984E4CDADC56BFAEA0384355C123C535BEE10986231ED043,1/28/2016 13:14,1/28/2016 13:18,INT,TOEFL Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x0168021BCFBCB35B4ED0C5AA28298E9E0A6E08AF8EF384AA91CEEADCD5C298BC45F60938EF2BF7A0015FAD828730F171A5DCDFCE917F6AD43CD801160CE87694B3,1/28/2016 13:14,1/28/2016 13:15,INT,TOEFL Preparation,American Idioms and Slang,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x015581B05ED9910708C0461E61745CF81B6F987E179C602BBA9D45A48A95611289ECEB5E4154D3A239C623D2DF6225ED400B295949D9BCBB324FA173DEB44B7BBD,1/28/2016 13:14,1/28/2016 13:15,INT,TOEFL Preparation,TOEFL Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x010EDB0C437CD20CCB77350ABA8CD35FEEF4B751D268D8C3099878476B2A553CB116072D171C5EC8A64A589992D35AF6C653B75BBADD164C74A889CE115049F0CE,1/28/2016 13:14,1/28/2016 13:15,INT,TOEFL Preparation,TOEFL Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Intermediate
0x01592C1CFBDBD023A68D97ED2D06A864D667003BC1A6CF8FD040539102C028990CC1EFADEB2BA3F4F4F95DAD50FE102B363240DB5829782812CA0F4582C60FFA47,11/30/2016 8:48,11/30/2016 8:53,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",IELTS Preparation,TOEFL Preparation,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x017EF671EDD857F99E7CD33F2C1BE7B4EA519552B86DFAAEF8BE8B550877295E15DDD0008E25B771A4B6BDC1878238BEAA6FD55DE1DAFAAE8DA958FB0E80C546DB,11/29/2016 19:34,11/29/2016 19:37,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",Word Play (Academic Vocabulary Development),American Pronunciation,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x01349671DACEDF87DC42794D145D4E0755B274B85BEE3F1B11833BDDD92B2AB2C4AE696DD631675B2DE747F82058AE037A37CEE26EED193938898DCA665FBBA2CC,11/27/2016 18:04,12/25/2016 22:41,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",TOEFL Preparation,American Idioms and Slang,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x01973A4C5B8100408622DC5C6AE4E01DB8124F72416DCF41E1817D14E088ECF1C68CA84F78EE4C86B994E69EDED772F93E72C4EA375FCC09AD73A20644713D572F,11/23/2016 17:46,11/23/2016 17:47,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x011F69A34F045943C3D14C63BC4F7818016375421C8E49A4103899581B7D400A8A4ABA1DA8052BEB1C9ACCFA766F67749917C05F4386C6FCDF453EA2697535BC2C,11/23/2016 10:03,11/23/2016 10:03,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x0189FBEEA3C01141C5C931DDEF402D8A9BC93795DF02FB02A1865F7222720BEE89F1AD4D356819F4EC2EBD4933343FE9B39FE6CECA9A68D7E868A56E4978EC2F94,11/23/2016 9:03,11/23/2016 9:03,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x0198CFC32B6D79450015FBCF10CEDBC571134DBCE2C844DDB4E68DB5AA22105363AA991F14ECECBF738F086DDA4AAB36B52D8C94758BF4527CBAB9E18FFB236489DADDC0D762E0FED5D75B9F52BB7E783D,11/23/2016 8:01,11/23/2016 8:01,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x0152DF677EDF3FDF9CD0395B4415EEDF059D443B7FC4743E37196C04A90A988553CF355D523747FDFFF18E24F821CC8F644E1E8CD0309E9CACAF8D4A0CF0E0CB64,11/22/2016 15:11,11/22/2016 15:14,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",IELTS Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x01142186EEEE72E0DF8BD2D685571481219C29EDF76555B868FAD72A41593302FE562156A62198E171245A30599A84810FA78278865E7E0C40A2450D73DCB9F102FB2A86F048806F1E1FF265D8FFB4FBE7,11/22/2016 12:25,11/23/2016 16:03,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",American Idioms and Slang,American Idioms and Slang,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x01BFAE91154F6C235BDD449DA08084E3B087F99437B310B9BCC84907A64D59858D06DCB778100EA0490DDC04B99A4CA28B77176144D55CC1F399373856ECC57DA1,11/22/2016 12:21,11/22/2016 12:22,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",TOEFL Preparation,IELTS Preparation,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x01DFF70E4A10B0990BDD5119BE849CBFCE165ED8AEFB67E3C8EF648CF1525B861BB20C960285BF930A408BAAC3E1F461622CDCDC8BA911E9738D973914DB37A691C0393226244AFAA0A8540079009A6F1F,11/22/2016 10:58,12/1/2016 10:00,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",American Pronunciation,Current Events,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x01387497498806B977F7AE71D19F17DD203F280A24A72BFBC56F24EA18DA8F03DECE6472B1B3EB04F1E4F7F856E979E5746E2F75C7AB7778694FB32C06CD0007D5,11/22/2016 9:07,11/22/2016 9:07,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x01A8FE372B09142DBAE6A61AFCB531FBB3E766E0B91CADE0A9E4828B7FEE313AC45A9C3060856B06B7ABBC26482D1F8AA53541C362111E8F4929B57DA4E46FB6552AC177BA13EB2A95F9ED74644B95EC3F,11/22/2016 9:06,11/22/2016 9:07,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x011D24BD5D50EEC1A39A70FD2330741891666147722BCF5CCBDA0CA61E1BE26911C08A14D6DEDC1EAF55608BF7BD29B75E04290F444D3FDEE0034931170A83F6DD,11/22/2016 9:07,11/22/2016 9:07,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x019FB7DF8BA1C069C82CE0D74AC6862E2B33B4989FE39008C1F404FCE3BEAF77AC99DCAE4ECB04A3DCD11CFB67E137A47607B34050D1203D2815FC02574F6D9F77A6C14700AA56D7FE25E6DDA70A2AD1D7,11/22/2016 9:06,11/22/2016 9:06,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",IELTS Preparation,TOEFL Preparation,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x01A913027A0F79C9BC5275560001E9D3C09D016941F835514309CEC91C033481C3931F2EEF70AA3F16FF4C25F126601B9F44F82FF03580944421FCC0A39ADEB3B9,11/22/2016 9:04,11/22/2016 9:04,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,NULL,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x0192E85480296925A888317CE1B9720473C730972C2DAD727100DBFD315FF9E8D58238D73293F3D3AB08937AFA0E3635656F2F6734D0A5EC7F79F00B8602236C7FC638CDCF1748A0B6A90978BDC3095A0E,11/21/2016 17:01,11/21/2016 17:04,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",American Pronunciation,American Idioms and Slang,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x01C0E36CBCD0ABECFF54F07FFCC4F8EBFBD972CD64CA669ECC50A8555DB72AAF53AC4C6B6C597B6CDF185947EDC96DF41A0CABAB9671B59DE9E2D9F128A572D95F,11/21/2016 16:56,11/22/2016 20:02,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",American Pronunciation,American Idioms and Slang,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x018E5EFB16E5AA07D00F205E69A7B5ECD042EE65F3FA1F75131AC11FC3CC8FF55133645D1BD84657572160B0A08FA09D17DDCBD8521273383FDBC51051ACF976D6,11/21/2016 16:17,11/21/2016 16:20,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",TOEFL Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x0177BFA570402894A1C30951D2692238247BA1DA4CA83A5F809931D5374D705FE0DE86AE5DBEDDD4BECE3D416E1CAAECAA86704EEB8C4FFC15FF07CECA0DD85C8F,11/21/2016 15:54,11/23/2016 1:54,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",Word Play (Academic Vocabulary Development),American Idioms and Slang,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x0159AC08961A83AEE62C761AF45A0247167B7D4552864A4D5634CA95831B028F6654500F851DCFE093F13C57B8FF2C0C7A62AFB851561A3EF9B80E5FA5548845EE,11/21/2016 15:28,11/21/2016 15:29,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x01DF57CB9EAD04D841C9729B4162F06351B393F01462C580A93CE9741FBDB08BC465FA4FC6CC7B12BD70D4ED3B26DE939FC0A3742AC05C55D01B3DEBBE53B16121,11/21/2016 10:50,11/21/2016 15:57,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",TOEFL Preparation,Community Service,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x0190D175107D99657F62D76B272E434CD7B6E99BB9B2CB00A787204FA4205D7716E3DA63B290E530D976AFB979BDF134D52F0112078377003412F6C44615BFD7AF,11/18/2016 10:53,11/18/2016 10:55,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",TOEFL Preparation,IELTS Preparation,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x018447BDCE523811AE2395A82100CE50077D684C61AAFED0DAF571151D2D18429E605212E7E52182A3254761D2EDC54FE1E073EB2AF379228258618C732895DA66,11/18/2016 9:54,11/18/2016 9:54,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x01E4CA81A3218DCC28B27C5DD1A7A9257A0F00C1444BE8B0D5AC2B7092030F7615CBE51339FC4AED8C418610C6E0B84795858BFE66382E170F19390DB35BC4FFCC,11/18/2016 3:40,11/18/2016 3:45,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",IELTS Preparation,TOEFL Preparation,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x01281413439F5D603D5061AE1E4D72300457EC64A2F821DC02663226F8DF3ACA9191D2582E5CFE91ED88B3D710076ED4EAB741BDD6AF7385BA962D4F711235C2207348ECAE207FD323836ED160857AC412,11/17/2016 14:55,11/17/2016 14:55,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x01218775749E51E0DB77D358FE11E086A504D5586311EDB3C7D5A2CBAC9C48AA10CEA50ED1876725F03A9E7C9BDFB692507DADA26AC6DBA0C3494059077C2D82C2,11/17/2016 12:31,11/18/2016 6:23,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",American Idioms and Slang,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x0101A6CA4E1EA520C256AA7C8EA3EE5E7DC94C66111A647565A2A6711750361CBAE1B8514E75A36300A99998DE8BAF6823DB1A784BD7773AB3CA97A489AEE25180,11/17/2016 11:46,11/17/2016 11:46,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
0x018B8D09C8E26D041A52F574A2EA9AA4A11C60C1C4195DCCDAAB464FC09A3053A71C3F455CA176BFDFBBA577C98296C0D0304EA38C8629317DF7CADAAE313BEAD8,11/17/2016 9:04,11/17/2016 9:56,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",Current Events,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_1st_Half_Elective_Preferences_Intermediate
