ID_encrypt,Start_Date,End_Date,Do_you_plan_to_study_in_the_Academic_Program_next_session_,4_Day_Test_Prep,1st_choice_elective_MW,2ndchoice_elective_MW,1st_choice_elective_TTH,2ndchoice_elective_TTH,Quarter
0x014FE53C56B68C28E1860FA4BD38C991D21B695C59640D8986D754845C56C9B48129B137719B5DAD9D0C06C1DB9D9D14229614A099702B0098F2249FB1351568CB,6/5/2017 13:53,6/5/2017 13:53,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x0162A0DA7226C8E31B5DC51BC245F23F07A3EB37840512A9613AABDCE2DF758F92FFC37C8CDD90ABAD10B083EA182098DAD52649B42ACD77022E9D4942690EB5C4,6/5/2017 13:02,6/5/2017 13:02,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x017BC18EDF63DFA20CC274AF5BF1233994B243C4341C21773F3A8C2BA189751BE914A1FF5A118A55217BB1954102FC3119ACA07DF7D39C15898B1FFBEE64CDDCBF,6/4/2017 15:35,6/4/2017 15:35,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01B2C24A8122867E456191E61C40FF864D4A0523EFC209AA76131A9971A7A17E6CF899ABFABC5975788C7DC476DB1808A3495861A5903FD61224B0AC9F59E756E6,6/4/2017 12:51,6/5/2017 17:18,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x017CE9A84CA25CE1C466520586A452CA8D5E0402A597196FF7D91B424D3853FC9F2DAC78A8CC976695297379760DF1B70B412ADE9A0B05F35A52DC011C9F7392B0,6/4/2017 1:09,6/4/2017 1:10,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,English Through Movies,Business English,Word Play (Academic Vocabulary Development),104 IELTS Preparation,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x0190B473062E0893D255E180D28C7B14E099CCE04970D373744BC9225619869F71A7DB69BB9692C301180604EA97CDF67E088F2A32B6D775D27F5486AF7C98859D,6/3/2017 10:54,6/10/2017 13:43,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,Active Listening and Speaking,Public Speaking,104 TOEFL Preparation,American Idioms and Slang,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x016AAB34C41F21633479840EC2DA354DC827F52D552555047F47C4640D9AD0FDD84ED88077A74E1920A925EC3CE2C3F7180DAA5C085FBC4C1DE0ECF08E88B2CBAA,6/2/2017 16:09,6/2/2017 16:09,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01EE6F7DD3524BDB64E1AF5A8DA805AAD4660472A06D7CC5DDB42DDDDB8FCF547E16FCCDE904610598FB2F0C82ABC1D5235328E8DCD5362DF71D04C2119E6F6E71,6/2/2017 14:46,6/2/2017 14:46,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-dayIELTS Test Preparation(Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01B0A118017CAC5BB0B4CA423A06441BEBC95E7FEFCCE1198722717A752A15B9F0BF3DE58BDE21292183C4CB8648F94150D35A231860C747895EB8D4892B13089B,6/2/2017 14:03,6/2/2017 14:03,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x015B8664CB00F585D8A517B38A35872C11996496694281416D06008B83C014BE598D89D8530E034CD80F0A19208211874FBC49FCA046F6609215A4769B7AF43956,6/2/2017 12:07,6/2/2017 12:07,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x018B3D568F03C762B591C46DD6E83787D6A8A325A09E3AEB4B492CC3CDC858B695FCE5DFFCC48556AF06FBBDB06A7FD4036266C1AA5A12BA3A040229CF1E465489,6/2/2017 10:48,6/2/2017 10:49,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,Public Speaking,Business English,American Idioms and Slang,American Idioms and Slang,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x017E48CE3B55739683FF43BA9461A759D03CA65BE5E93864E8DE5478C169530499701A3EF6868D179ECB4D78D8582CD36791E634743FAB40EE81DE27396BB30BB5,6/1/2017 21:31,6/1/2017 21:31,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01E4F17DFB304677BDE3B3170CFD101A60DE4523169109121A48E5856B400D3E238F4D64C4336204E52B04F4AFEC1FF387656ACC03DAE59382BEDCEA2FE0BAB105,6/1/2017 7:24,6/1/2017 7:24,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x0128A2885A13F0369990217D29737EEEEBB23F9F47ECDA502035AA16D934B585F3BA56E70A21F40F9FFDD217A7C545394EC7EE35D156DBE3B58AEF8F27725EC832,5/31/2017 17:41,5/31/2017 17:41,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01606E3AD68F19C59C54E56CBB00AB758BED6F8D65C013EE0B1070F6BCD604433F8A260F2CFB4295E1E2BDCAA2BA17C2B90E43FD5A5B14B714E9DB1ED86D7ABF6E,5/30/2017 12:11,5/30/2017 12:11,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x012A09F95101807404FF07E4364386A87576FE301ADEFDA48442010292D67902AD9DC61EA4ACB1CC1E66BD5403F94A0EA5E57FAB300E6FB2711F52ACC585805A87,5/29/2017 18:08,6/1/2017 0:46,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,Public Speaking,Active Listening and Speaking,Current Events,Word Play (Academic Vocabulary Development),AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x0169542D9991812034EFCA552133C5898966A2C1EEA767C57999C7A29CF1EC5787C78C246820F9C6BDF7672B8C9B6911A8155B92228210DBD35A6FA493FF44CD54,5/29/2017 17:03,5/29/2017 17:06,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,English Through Movies,Business English,Word Play (Academic Vocabulary Development),104 TOEFL Preparation,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01D4759C9C6C93F5F3888D0E0C2FFE476D764220F4FCBC843B54070B7BE1C00CF114DC9659E38EA70E082E14B482A072BCB5BA0356F088706AB737CF1BBBBAEDB4,5/29/2017 15:19,6/2/2017 13:47,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x014021E2FCF5036239BAD3C75E57DF473EFB6515B70D6A50CF0F77CC33EB55C2F7D7A56F5BC7E4C06AAC8077A430C6367D8AA8E53F358455127FB72F1C26DAB04A,5/29/2017 13:19,5/29/2017 13:19,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01D7F9196C94DF48766C25C624EDE46DA68C133E88EFBDAAC355E5A1E560A4A8EBD894A00F0E1598A34B408FD3A37D246927051D173B8D9B6CCB98E1451A1D7137,5/29/2017 12:07,5/29/2017 12:07,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-dayIELTS Test Preparation(Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01AF012D15FBF00C85C9F862CF91E52E4EEF2609E2DB7E3913A3DC5568038887F0EBFDAE4DADCF2551A06D5B44D4E0B733B521D8F2857BB73A0757E656B6F39A0A,5/29/2017 0:18,5/29/2017 0:19,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-day TOEFL Test Preparation (Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x0139EEE4821A1BFD8B9F2B8610EFDF9BC518D6046DD76BCE3FC7DC700C6426B90B05C64E36D68AF81814BA64FCBFDB1AFC0E272BC59B7765B43D631B14D14B9661,5/27/2017 14:37,5/27/2017 14:37,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x019D0AFC58C924D603B9F595319CDDF63FDFA747CF8C85CB3AA3735369636368CBD2FEBA826C09C0CF6CBBA9F621AFCF8A07431E20C7E1D49B78F6ADF20F8D2D3F,5/26/2017 18:41,5/27/2017 8:32,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,Business English,English Through Movies,Current Events,American Idioms and Slang,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01ABE19208239D8CF3A8E1F18AAD497CCE3468947341A10FD9AB51E69264D8719D161C0D1FC4162CBDBEB69C39172F5648BAAC307320F57F5C9C22EDA7460E05EF,5/26/2017 15:18,6/1/2017 14:30,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x017216D28F476AD70E08C36E25937AE9065C4F2E75AE4B1C60AB7511F6DC978EFC697FA0B5A8567EA0006F094B1782A9C0B7DA6316B3A1984FE20BF9F484EFE8A6,5/26/2017 14:05,5/29/2017 12:56,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,Public Speaking,Active Listening and Speaking,Word Play (Academic Vocabulary Development),American Pronunciation,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x0150BE18C453C5F7E0D5501653922C6112DB445E602BB4B533D5B4BAEA76B175BF645D8830AC668BF3AFFE1C96A8D7A2BC15D4F30BF7523F92B8C09DFB6B54B097,5/26/2017 12:52,5/31/2017 12:20,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01C22A370BDB8490779E44412524A5D9CBBB8F9EE55CB7EAD5596F27ED3D70167F9ACB11CCBC94E41A14576CD3E9F59FFC22F4F8E149293E7C0F0ACF2BFE23A71E,5/26/2017 12:11,5/26/2017 12:12,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-dayIELTS Test Preparation(Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x017AEADD592F50BB26026A426D8E947CE572CB173EF2C8FA251BBB3879419FC0B75E90E70D1C28C0C82EF20F0F0B2CA2075DF8358A9A4EE9D8E100619AA75E9397,5/26/2017 9:21,5/26/2017 9:51,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-day TOEFL Test Preparation (Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x0128F46E73B402B819864E46DC5E418BBF3EB03DA04E7B152CEADDDC148486C01AF2EB84A7EAF017E74418FE344A4B15338D6E0083CEB1D6B9C7E39D569760D4A4,5/25/2017 20:56,5/25/2017 20:57,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-dayIELTS Test Preparation(Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x0120DC5A2B6D931604607472949D8AEF6E3E00E6D1272E58BE0D2328F4A30557AC89D620770C1E3AC21C4C470324E60574A4588224E7F1454AC27EF92EDA8CE02C,5/25/2017 20:31,5/26/2017 16:18,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-day TOEFL Test Preparation (Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x0177FE26F93BC69547E760FA87CB6C87DE90BDACEB433912FCF5C7E8E1404DCBE754DBC3990797F1DCE92688C5E8FE41A55DEEA1C694AD5C6F4C66C4B253CD9E0F,5/25/2017 18:46,5/25/2017 18:46,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x016CEB43D2C89A1440FF1892D5553A350E02B8204CAD53A4DB812E7E7221AB145517298EEFA48DDD774FA1F66F58C75EE09D8C16D78DB19CCBB008159929454293,5/25/2017 15:54,6/2/2017 17:31,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-dayIELTS Test Preparation(Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x0178954242F4FAEE2B05DF73179E739EBBEA46A1F5CE10CEC323B74E16E5302A75D5FD1B886121F8E82B6AD40D2428D5B0182A28FBD0D333FEAE52FAE335BB4E34,5/25/2017 15:22,5/25/2017 15:24,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,Public Speaking,Public Speaking,American Pronunciation,American Pronunciation,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01119F9CCE447E1602391AA272802F5BE0B838B7E5862BAD60BF0B77913C4D73B0C9A70470B3CFF589AD4F68D24C836C215E518130B7F27EA0410AFB00AA2EB44B,5/25/2017 14:07,5/25/2017 14:08,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,English Through Movies,Business English,Current Events,American Idioms and Slang,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01B8921443017BC279B605ED1413D9C50335E7C73D8AEEC9E671F80CB2B3FD9D6CE81914F4C69040A25E48EDBBF37FE785E18EB68EAD70E3E6E6E6EFC0D8F1659F,5/25/2017 13:57,5/25/2017 13:58,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-day TOEFL Test Preparation (Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01283D91E83998B4DEF0C4192BBA64E21F3D8B9EA80D5FD06B1D1AFDAAF025F875D722383DE97F9309018FD1CC96AABBE000B91ED87E01A4ACF4887A2CCB3E02A0,5/25/2017 13:01,5/25/2017 13:53,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,English Through Movies,Business English,Current Events,American Idioms and Slang,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x010AA3CF522A0160EE63D2CB772A436A36F0A59854C803A7E6DA495C980487DC375146976C731AA90DB8142FBDFCA51BF048475090D48B8478C1137F3EA75D14D8,5/25/2017 12:40,5/25/2017 12:40,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-dayIELTS Test Preparation(Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x0105B311AE8AADCD27171EF2D542DEB5698B86182C842FC2E8B7329D23E14FC2DBA0901B58C497B3AA102356C98A02DB1A9CE6CACCC2271FAFD20BCA51181C4B63,5/25/2017 12:32,5/25/2017 12:32,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-day TOEFL Test Preparation (Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x012AD4DE9ACB32E877CD8F88773DD9F3BDE98A5679C78E50B86FDF34FD32F7DA9D08D1EFA0AD94C8B81226EDB79371DE48AA2FBFD21F6E56E52A04C544668B143D,5/25/2017 12:03,5/25/2017 12:03,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01EDA24E08D60ACC9F47AF2A4FEC5B5D3E5944DD9768B953F5508E82D014004C2D8FFAA15CD320C8A2A3263EAA4A99AEBDA90089A24D80E81D11883732F69C6620,5/25/2017 12:00,5/25/2017 12:03,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-day TOEFL Test Preparation (Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x016E6970244742B5AF869DA2EBBAA96D7DB5E8758E6290C4E4A3E29F4D21C358BCAF6DA6DC3B3A45EBB18BB05B5BB8B7F069DEFC6DDB1C49C33D8DA51DA3858D87,5/25/2017 11:55,5/25/2017 11:55,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01EB7A1B5AC6954F07D675510DB7E06CB47787F28498A2B35625666868539464F03CBFDE7E6EB71F06E355ADCCD8CC345A1FEAF0B94B9DAD754DF967388A659D15,5/25/2017 11:34,5/25/2017 11:34,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x0120AC42C1F7FF5E03620CEEEAD157E858FBDFF672F9AF3C714CF3F56ED7A6E712D86DA67D770B231831B122D8484E015C45EF2C31DEE6ED2BFBB55EFBB8084612,5/25/2017 11:15,5/25/2017 11:15,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01C479462683B419EC0555DB324B0CA5A7369E5101E2D7EDFE0DC9241B1E7C3B77E45C3DF79C9D6D6E9A837F89C49F4B2A9C56FAA3B638FCB01EE46AC53464F9AF,5/25/2017 11:10,5/25/2017 11:12,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,English Through Movies,Business English,Current Events,Current Events,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01157C2417F13CDD27DC21456EDFCF6D5020301AAAEC2766E331DD7871E41D76A454AC42F00A57CEF430A6440CA21444FE7BD42E123D0EF3EE5FBAE6713CC581AD,5/25/2017 11:04,5/29/2017 13:06,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x0178A8A04FFD2C16397FD9C1E8336B23CBAD0CBBDFAE6BAA53D33188A2005F2398567B14D6D7B4ED33AF836A711B692DEAB5CAB941CC4E8EF5F912301F1263BE74,5/25/2017 11:04,5/25/2017 11:04,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01779ABB01FFEC8F378184894C60CD13AC87164130CA84E4574853F860E701090FEDC1249C8EFF7D9C7D35FA067A6FA8AB3AFE0CDEB305E06CB928DFA6EA7874D4,5/25/2017 11:03,5/25/2017 11:03,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01171E4EECCAB032B3C2AE59B49B146A30EFAAABE1BBCD931F24AA3695F9F6659FBE2AED16568077CA5B04D0FBC775971FCA8F18521DE23A51AEDC9E4368799A9A,5/25/2017 11:03,5/25/2017 11:03,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x018A0E3104FEEC020E30446C82D82060DCA051B7322D4802A36A19B5B813BAC425585EFC4D345D9956DFE9C12021CB50F33F613AFFCC36A16A3796E8E396370C21,5/25/2017 11:02,5/25/2017 11:02,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01CFFB51F29C7A7266240881D7208A1433A3C55EB13ADAEE39ECD964E81144CE170BB22087036DE5D8C182D3004CE390666B9C6F8A3970A0DB1C5652550E18FB2E,5/25/2017 11:00,5/25/2017 11:00,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x017796D260001174C84E5D60AA7D1EBA2A1BAB42C3D0B0714E230590EA5DA2E4A743DF5D70EE654FBFB1D2142B88F07A2FC6965D2281BBDCE851A6BB17F19CE876,5/25/2017 10:54,5/25/2017 10:54,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01F088D1847D01F7941688441F96BCFA0AE0A5AB6628FABC07B6A98082A07478378C230118C7C933546029BFEE6282E596FDE761E7020792F8723F92ED071DA9CE,5/25/2017 10:53,5/25/2017 10:53,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
