ID_encrypt,Start_Date,End_Date,IP_Address,What_kind_of_electives_do_you_have_,My_current_Monday_Wednesday_elective_is_,My_general_evaluation_of_this_teacher_is_1_,My_general_evaluation_of_this_course_is_1_,This_teacher_is_organized_and_prepared_1_,This_teacher_gives_interesting_activities_1_,This_teacher_explains_things_clearly_1_,This_teacher_answers_questions_well_1_,This_teacher_gives_students_chances_to_participate_in_class_1_,How_satisfied_were_you_with_the_textbooks_used_in_this_course_1_,How_satisfied_were_you_with_the_handouts_and_other_materials_used_in_this_course_1_,What_do_you_like_about_this_teacher_class_1_,What_changes_would_make_this_class_better_1_,My_current_Tuesday_Thursday_elective_is_1_,My_general_evaluation_of_this_teacher_is_2_,My_general_evaluation_of_this_course_is_2_,This_teacher_is_organized_and_prepared_2_,This_teacher_gives_interesting_activities_2_,This_teacher_explains_things_clearly_2_,This_teacher_answers_questions_well_2_,This_teacher_gives_students_chances_to_participate_in_class_2_,How_satisfied_were_you_with_the_textbooks_used_in_this_course_2_,How_satisfied_were_you_with_the_handouts_and_other_materials_used_in_this_course_2_,What_do_you_like_about_this_teacher_class_2_,What_changes_would_make_this_class_better_2_,Quarter
0x01338098E4CA354580B945CF14812EEB8AADF8B68C3228E718FEE554E92784523DF40C45457EBE95901E5158569F5D21DF24F4FE4C1AFDA903AC8ADB72FEC8AF2A,4/18/2016 17:22,4/18/2016 17:24,166.170.51.65,I have a Tuesday/Thursday elective ONLY. My Monday/Wednesday class is a Level 103 or 104 LSP class.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Current Events 2(with Julie Norminton),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,N/A (We did not use a text book in this class),Somewhat satisfied,NULL,NULL,AIEP_Spring_2016_Elective_Evaluations_First_5_Weeks
0x01FEEDF43EA7D2985C83A365ABB9DD404E1DEAE724AA64D417F455B20FB879F840C7D91AA75FDE231CBE3DB4653C2F0B129B398A5DC9459078C98620A124AE4F26,4/18/2016 17:22,4/18/2016 17:23,75.82.146.26,I have a Tuesday/Thursday elective ONLY. My Monday/Wednesday class is a Level 103 or 104 LSP class.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,American Pronunciation(with Shelley Reece),B - Somewhat good,B - Somewhat good,I somewhat agree,I somewhat disagree,I somewhat agree,I somewhat agree,I somewhat agree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,AIEP_Spring_2016_Elective_Evaluations_First_5_Weeks
0x011902A728804B6B0AF576C68CC8E37A7242A86792B5C68BB3D04F8B49A1383BDF9B575C6D1E05B7BD4E625E6425D1F79F420AB07530434C1F3DBA4E1ECB855E39,5/1/2018 18:45,5/1/2018 18:47,131.179.58.52,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),Business English (with Gene Kavenoki),C - Good,C - Good,I somewhat agree,I somewhat disagree,I somewhat disagree,I somewhat disagree,I somewhat agree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,105 IELT (with Darren Butts),B - Somewhat good,B - Somewhat good,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x0195F2082894190EDC3818435CDF54BCF2C8A49C399677F143C38AAA473E512C08943BEC1DB830D613EC439C7D885CCBB8DABC1509D77D9828AE198B619A97183B,5/1/2018 15:14,5/1/2018 18:27,200.68.128.59,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),4-day TOEFL Prep (with Fawzia Mohamed,A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Very satisfied,"very good advice for our preparation and also a lot of information all the time. ",NULL,I do not have a Tuesday/Thursday elective or I have 4-day TOEFL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x01472B503300696E4AA44313B2811175734A198BEE25AF4B03D0F24A09525B1E301AB9622ED9635DB4289ED357B464D974A1D9F3280B1C9AFF56C23CBF42DEEA4F,5/1/2018 12:55,5/1/2018 12:55,172.58.21.91,I have no electives or I have independent study.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x01D8A6E3EE5B99A79664198D8D8704F63D6C147886A9D3870036050B9CA1FF8C0C4CFD3E7F8DDF9C872BF06C5A0E560CD24D0B819E245B888B27064CB698B069DF,5/1/2018 12:17,5/1/2018 12:19,174.211.12.143,I have only a Monday/Wednesday elective.,English through Movies (with Tom Wilde),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,N/A (We did not use a text book in this class),Very satisfied,I like this class because it gives me a lot of information about american culture,Perfect class,I do not have a Tuesday/Thursday elective or I have 4-day TOEFL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x01CD47DDE0EDBDF5F040532B0EF5C7C8EF43141DBA4F4214F2605ED23F288C5465F972A82AD19A8810117B99F2F648D48C55E331F06B5B3FA251FD81AF0842EC57,5/1/2018 10:59,5/1/2018 11:01,131.179.58.72,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),English through Movies (with Tom Wilde),C - Good,B - Somewhat good,I somewhat agree,I strongly agree,I strongly agree,I somewhat agree,I strongly agree,N/A (We did not use a text book in this class),Somewhat satisfied,NULL,NULL,Current Events (with Tom Wilde),C - Good,B - Somewhat good,I strongly agree,I strongly agree,I somewhat agree,I somewhat agree,I strongly agree,N/A (We did not use a text book in this class),Somewhat satisfied,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x0176ACDED1B15A9E05615F70A8D629315565C2920B9DB2946F923F4C1C3787B672FE7795EFCBADB0EDD96DFE8617B29541D6D135B5AE0B2FED025E4C6903FB4B0E,5/1/2018 10:57,5/1/2018 11:02,172.58.17.150,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),GRE Preperation (with Bill Ackerman),A - Very good,B - Somewhat good,I somewhat agree,I strongly agree,I somewhat agree,I strongly agree,I somewhat agree,N/A (We did not use a text book in this class),Somewhat satisfied,"It is ok ",No idea,105 IELT (with Darren Butts),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x0114927B14BE94E3F17868322417D04B81F48E14E86D449B5C7652978A94A2B694EA9EE2C8D847EB7B4953C4503F56481109652F1878F32F915E6D4209D1D48781,5/1/2018 10:57,5/1/2018 10:59,131.179.58.124,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),4-day TOEFL Prep (with Fawzia Mohamed,A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,I do not have a Tuesday/Thursday elective or I have 4-day TOEFL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x01A70DED42D5AF54884F2161E6CDFDA2E38ADFBB22FE676BA57682F17A89FCCB7541FB58216752777FB3F736EF5EAA615243512BFE309E4DFC0F435C56F3595ACC,4/26/2018 21:32,4/26/2018 21:42,76.90.61.167,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),Business English (with Gene Kavenoki),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Very satisfied,NULL,NULL,105 IELT (with Darren Butts),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,N/A (We did not use a text book in this class),Very satisfied,Darren's teaching style is amazing! He is one of the best teachers.,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x0182FA770D9CBA88A004B240E42FFA7D833CBCF52F4D6ACF1F476E36DBC6D83503CD4263914D3B1DDB33390CD76B8D6E149AE8717B58DF9B979DD3DEF62F67AEEC,4/26/2018 16:53,5/1/2018 10:55,131.179.58.80,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),4-day TOEFL Prep (with Fawzia Mohamed,A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Somewhat dissatisfied,Very satisfied,NULL,NULL,I do not have a Tuesday/Thursday elective or I have 4-day TOEFL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x013EAB88B1240242EF1321D32329869717F26750B5DB8925D900E37E17D11892AD95575538B243675A98DB8F9EC258BCDB4F877D3CC691F88EBC994B8026BC4717,4/26/2018 16:16,4/26/2018 16:22,23.243.57.51,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),English through Movies (with Tom Wilde),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,N/A (We did not use a text book in this class),Very satisfied,"Tom is very easy-going, talkative, and knows a lot about movies. ",NULL,American Slang and Idioms(with Gene Kavenoki),B - Somewhat good,B - Somewhat good,I strongly agree,I strongly agree,I somewhat agree,I somewhat agree,I strongly agree,Somewhat satisfied,Somewhat satisfied,Gene is humorous and talkative but I think he speaks too fast sometimes so I can not understand what he taught easily.,"If there is no mid-exam, it will be perfect.",AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x011E54271C073B77C8BBCBF2E1119DCC91B3C9D8917DEA04A509083C8430DF73F499076B4FB6717346F955E30CD127A42C862DB47E2F189FB0098D311B7E32532C,4/26/2018 15:21,4/26/2018 15:22,75.82.150.196,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x0151335556FBAA8F8673673674978609C6283094BD0D663EEFBD9E90F5D682B93B5655707D6BEA172DF330BB90634A0C5E20A81D7D8E02EE4F688587D716CB6FA6,4/26/2018 14:53,4/26/2018 14:57,172.58.23.163,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),English through Movies (with Tom Wilde),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,American Slang and Idioms(with Gene Kavenoki),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x012B78FC3B11BE171C6DB037E61B19C33C04D4BAC38203E8F0D9F029A60646A3EB45219DEFF3ACFF5CF16954D670BAA902515ED1FE3CFA6C7AE1DA17BDBED4F237,4/26/2018 13:02,4/26/2018 14:56,172.58.21.17,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),English through Movies (with Tom Wilde),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,American Slang and Idioms(with Gene Kavenoki),B - Somewhat good,B - Somewhat good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x017701C70F859BCCCB18154057BBA1F58C986E317B10116C6DB11E72A7AC8DA2BFE7796334E15BF4FE23955F134C9074EB79B4C1986468B17E4455CF07648A92FA,7/25/2016 22:32,7/25/2016 22:33,24.24.205.199,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective.,Public Speaking (with Kyle Duncan),C - Good,C - Good,I somewhat disagree,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,Somewhat dissatisfied,Somewhat dissatisfied,NULL,NULL,105 ELT (with Bobby Blundell),C - Good,C - Good,I somewhat disagree,I somewhat disagree,I somewhat agree,I somewhat agree,I somewhat agree,Somewhat dissatisfied,Somewhat dissatisfied,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x0188A4E00E5A1A3261E056995CAC1EFFBC04EF90AA7207EC52B750B7ADBB92631E54B49CDE3BC7E2CEF774E31FE58611D1494E4EBF3D32DC1E30F8A53E653659A2,7/25/2016 20:47,7/25/2016 20:48,172.56.17.63,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x016E5043330D25C5DE710B8E2F466A385E5F6F75CED86996F305964B4F82CD39B623BD2BDD08ECC2ED75375DDF09C09F58C16EE9D537485DC7771EBE92DD9AC662,7/24/2016 18:37,7/24/2016 18:38,172.56.17.26,I have a Tuesday/Thursday elective ONLY. My Monday/Wednesday class is a Level 103 or 104 LSP class.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104 TOEFL (with Fawzia Mohamed),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x01C37FCAA9680C0335B4977ED8A29B855FECE147F7F00BFA29B02C626E8EFBA3D2AD18DBAF5787719D5AD3BE36D2579F6B7E5EC441B02BCA2F69353F8C6C1F84C8,7/24/2016 18:18,7/24/2016 18:19,172.113.235.76,I have the same class everyday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x01894537393B8D51BF8D2FB6A03157FA658E3FF226F1EEDE91B19E2831087415FDB870B6ED99CD2DEC457A320DD64A2F6413541D611583A885FB95392AF20B37A0,7/24/2016 4:52,7/24/2016 4:54,45.49.133.203,I have a Tuesday/Thursday elective ONLY. My Monday/Wednesday class is a Level 103 or 104 LSP class.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105 ELT (with Bobby Blundell),C - Good,C - Good,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x01F779D87AB587675118458340DB372BFB9D60EC9206A73D52483A62754B2F7FEDE6686C78949BDABAB009504F473E1EAD2356D3671F432DC47213F1F79BA12835,7/23/2016 14:22,7/23/2016 14:23,23.243.26.100,I have the same class everyday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x01C0132FADC67999CA732E180C0C07E2FA0BD4BFEA5269BEEB8FAC1986D34BE2161CD34A02ABBC943F535620E3E5C46EA61AF0BA92F767F9A2CB71E702A4B05C5D,7/22/2016 21:21,7/22/2016 21:22,24.43.106.174,I have the same class everyday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x014BCDA14983EA55AB8B8CF3E1EBCEEB4EEE21B6C4383702E1CEEABFBFC9D1336EA34F34F6E6CEAFAA41247466EC74E5CEAB16157682B905DF541EF45A5C3A9881,7/22/2016 10:05,7/22/2016 10:05,169.232.212.164,I have the same class everyday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x0192694ED66EFB866302B095216495F521905507DB18A30ABEF056A1BF2DB09D8DEC300AED546E530DAE9A29D68BBE35702CAEA5C456DC112C52E09166A190F27C,7/22/2016 9:05,7/22/2016 9:06,107.77.229.174,I have the same class everyday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x01E2052B7FE024B4BF766F09A6168AF431B14028B99F31992D17E7113D9390032589EDA6009B7AD1AF0BC0D3ACCBC2168D6A2C6C9B53352773532BE3A7DE4A4FC1,7/22/2016 8:45,7/22/2016 8:45,172.58.23.0,I have the same class everyday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x01C2E16D069DB6C8C098FEB83AF72215DBC29582D3B21B42ABCD7127372B3EF69C5A66393C40E4A7508329A97922A109A961A9FB8CEF38216477D427CC0169741C,7/21/2016 21:42,7/21/2016 21:51,172.58.17.113,I have a Tuesday/Thursday elective ONLY. My Monday/Wednesday class is a Level 103 or 104 LSP class.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Academic Vocabulary (with Joan Stein),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,N/A (We did not use a text book in this class),Very satisfied,This course was very interesting and the teacher is amazing i learned a lot of vocabulary words and i hope i could do it for the next elective class but i have to get my ielts so i need to prepare for it,In this class there is nothing that should be changed,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x01A48E40F4B4B37438E60AA93F162EFECCC5A6A449B22E3F87F82A28E269D2169A45F919AAADDECDEAD949E2A4A60A60315924E6CFD9A82F411D939038B59363B6,7/19/2016 13:04,7/19/2016 13:09,169.232.212.158,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective.,Business English (with Gene Kavenoki),B - Somewhat good,B - Somewhat good,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,105 ELT (with Bobby Blundell),C - Good,C - Good,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,N/A (We did not use a text book in this class),Somewhat satisfied,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x01B4CF20792E57A8908F952487203F5F3C45778043DE2B843154F36893EE2BBD90D1B8182C139460A1A71A45728999A81A975C49CBC2EA93500C100F9018357E52,7/19/2016 12:55,7/22/2016 9:50,107.77.229.142,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective.,Active Listening and Speaking(with Leigh Hall),B - Somewhat good,B - Somewhat good,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,American Slang and Idioms(with Gene Kavenoki),B - Somewhat good,B - Somewhat good,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x0157FDDF2303EF68BE158008B5D165DEF43E0106796A480D81FBD48079ACD62D5C0045CEFAC33B9E8FAC496350B2F96129F3CA28767385B994B47BCB372ADA5908,7/19/2016 12:46,7/19/2016 12:48,172.56.15.114,I have a Tuesday/Thursday elective ONLY. My Monday/Wednesday class is a Level 103 or 104 LSP class.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105 ELT (with Bobby Blundell),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x01A98A5400DB6A7939B3B3ED45D652C231ADD03E4BA8F847C73A522A33786E49E8AEFED0306F48513DA2AFD21A6C6E0FB13BC59DFD1178C5053BEB5C4CD1FDD1E2,7/19/2016 12:33,7/19/2016 12:33,187.191.7.158,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x010A1404BA7AD50DD55B553BEDD989FCC7E0EEF1FEC048AE0E13C33D7B95BEC887B8D910E91E24B23A209C3A7F704E0CBF12C7DAB38CC99022BEA9EE4D67880B48,7/19/2016 12:19,7/19/2016 12:21,172.56.16.25,I have a Tuesday/Thursday elective ONLY. My Monday/Wednesday class is a Level 103 or 104 LSP class.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Current Events 1(with Scott Polisky),B - Somewhat good,B - Somewhat good,I strongly agree,I strongly agree,I somewhat agree,I strongly agree,I strongly agree,N/A (We did not use a text book in this class),Somewhat satisfied,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x012D0E8763A62B3EBDB4C718A9A9EFD58DF7930876D436AFCFE8D8864E9ADD99075DC231421F55A0778375CD5F6901B1BD1B06A1C24244F05B699371892DFB08BC,7/19/2016 12:16,7/19/2016 12:18,172.56.17.192,I have a Tuesday/Thursday elective ONLY. My Monday/Wednesday class is a Level 103 or 104 LSP class.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105 ELT (with Bobby Blundell),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,good,good,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x01239A1B77FDC4F221BFEE83741CE51C4283EF613CBBDA07AED7C5B8951DD137540B62FB29B344DC4A7C00885BDB863362867389969B5EA0DDD7F35451B366D054,7/19/2016 9:53,7/19/2016 9:58,107.77.230.31,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective.,Business English (with Gene Kavenoki),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,"Gene is a great teacher very motivated to do the class, the class is fun and interactive.",Nothing.,American Slang and Idioms(with Gene Kavenoki),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,"Again, Gene is a great teacher and the class is absolutely fun.",Nothing.,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x01E7153D60878675363DF922A9FB9899F2CF2767886A8E8D236166A528730630080134D3E7D6306FA115128BE7410A07AB6907E5DE7A3FA7127B7C62B6AA557C34,7/18/2016 23:09,7/18/2016 23:10,172.56.30.178,I have the same class everyday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x01E09C6071A40DC29C1DFD9B07AC1F3F550076EB4CBC819800B24ED31CB9D682CEE28163C136ECCD5489C1893CD9851E942E79285F7636D3F236D5E769EAAAAAFA,7/18/2016 17:56,7/18/2016 17:58,66.87.66.44,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective.,Public Speaking (with Kyle Duncan),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Academic Vocabulary (with Joan Stein),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,She is very smart and helpful,Nothing,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x01DB44BB11244D62AD52F50A4189DBBF4D4CE61526280DC0B32EFD5D403CC93DEB59E0A7B9BF1760F42E7A8DC91B9C3221D34F528F3C62560F6528B24CD0ED5129,7/18/2016 17:20,7/18/2016 17:23,169.232.120.83,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective.,Active Listening and Speaking(with Leigh Hall),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,105 TOEFL (with Leigh Hall),A - Very good,A - Very good,I strongly agree,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Very satisfied,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x01AF2AC5EED7177A71173FE82B875EDB8E5C94705DFC03B3CEF643E3BA623FBC9740C321F6AA6E32172EA4B0632FC6D7E145DA819D202273144DEBE0DD7B63FF25,7/18/2016 17:05,7/18/2016 17:06,107.77.231.231,I have the same class everyday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x01D209B503332826B8E4AF4443F832966EDAC156E22F0F57D357DB3EECEAC52BB1EABD6DB4FE7A61131C634F3EC26F17ECACE3F9826FE028F5C1BAE6A1BB0E11EF,7/18/2016 17:03,7/21/2016 12:26,172.58.40.136,I have the same class everyday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x01DE27367145B5435578CB6281A91C479786F9621BEF0DC297368AF3B45D0EA23B0F0DAB84096555EE466367FB30CB6D613B9212A71A6325276C05FB5946731E28,7/18/2016 17:01,7/18/2016 17:03,107.77.227.139,I have a Tuesday/Thursday elective ONLY. My Monday/Wednesday class is a Level 103 or 104 LSP class.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104 TOEFL (with Fawzia Mohamed),B - Somewhat good,D - Somewhat bad,I strongly agree,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,Somewhat dissatisfied,Somewhat satisfied,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x01CE9C4AF7B89F14F46497F4940B2B0EB9A8733CC6386AC2F278B13A71D934096C3E97CBF44912EBD1707DF93E378D8192830FB87B563867985BF31A837F0F789D,7/18/2016 16:57,7/18/2016 16:57,70.197.74.165,I have the same class everyday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
