ID_encrypt,Collector_ID,Start_Date,End_Date,IP_Address,My_9_00_11_00_AM_teacher_is_1_,My_general_evaluation_of_my_9_00_11_00_am_teacher_is_1_,My_general_evaluation_of_my_9_00_11_00_am_course_is_1_,My_9_00_11_00_am_teacher_is_organized_and_prepared_1_,My_9_00_11_00_am_teacher_gives_interesting_activities_1_,My_9_00_11_00_teacher_explains_things_clearly_1_,My_9_00_11_00_am_teacher_answers_questions_well_1_,My_9_00_11_00_am_teacher_gives_students_chances_to_participate_in_class_1_,How_satisfied_were_you_with_the_textbooks_used_in_this_course_1_,How_satisfied_were_you_with_the_handouts_and_other_materials_used_in_this_course_1_,What_do_you_like_about_your_9_00_11_00_am_teacher_class_1_,What_changes_would_make_this_class_better_1_,My_11_00_12_00_teacher_is_2_,My_general_evaluation_of_my_11_00_12_00_teacher_is_2_,My_general_evaluation_of_my_11_00_12_00_course_is_2_,This_11_00_12_00_teacher_is_organized_and_prepared_2_,The_11_00_12_00_teacher_gives_interesting_activities_2_,This_11_00_12_00_teacher_explains_things_clearly_2_,My_11_00_12_00_teacher_answers_questions_well_2_,My_11_00_12_00_teacher_gives_students_chances_to_participate_in_class_2_,How_satisfied_were_you_with_the_textbooks_used_in_this_course_2_,How_satisfied_were_you_with_the_handouts_and_other_materials_used_in_this_course_2_,What_do_you_like_about_your_11_00_12_00_teacher_class_2_,What_changes_would_make_this_class_better_2_,My_Monday_Wednesday_afternoon_class__1_00___3_00_pm__is_3_,My_general_evaluation_of_my_teacher_is_3_,My_general_evaluation_of_this_course_is_3_,This_teacher_is_organized_and_prepared_3_,The_teacher_gives_interesting_activities_3_,This_teacher_explains_things_clearly_3_,This_teacher_answers_questions_well_3_,This_teacher_gives_students_chances_to_participate_in_class_3_,How_satisfied_were_you_with_the_textbooks_used_in_this_course_3_,How_satisfied_were_you_with_the_handouts_and_other_materials_used_in_this_course_3_,What_do_you_like_about_this_teacher_class_3_,What_changes_would_make_this_class_better_3_,My_current_Tuesday_Thursday_elective_is_4_,My_general_evaluation_of_this_teacher_is_4_,My_general_evaluation_of_this_course_is_4_,This_teacher_is_organized_and_prepared_4_,This_teacher_gives_interesting_activities_4_,This_teacher_explains_things_clearly_4_,This_teacher_answers_questions_well_4_,This_teacher_gives_students_chances_to_participate_in_class_4_,How_satisfied_were_you_with_the_textbooks_used_in_this_course_4_,How_satisfied_were_you_with_the_handouts_and_other_materials_used_in_this_course_4_,What_do_you_like_about_this_teacher_class_4_,What_changes_would_make_this_class_better_4_,My_current_Monday__Thursdayclass_is_5_,My_general_evaluation_of_this_teacher_is_5_,My_general_evaluation_of_this_course_is_5_,This_teacher_is_organized_and_prepared_5_,This_teacher_gives_interesting_activities_5_,This_teacher_explains_things_clearly_5_,This_teacher_answers_questions_well_5_,This_teacher_gives_students_chances_to_participate_in_class_5_,How_satisfied_were_you_with_the_textbooks_used_in_this_course_5_,How_satisfied_were_you_with_the_handouts_and_other_materials_used_in_this_course_5_,What_do_you_like_about_this_teacher_class_5_,What_changes_would_make_this_class_better_5_,_How_satisfied_are_you_with_the_AIEP_program_in_general__6__,_Since_enrolling_at_the_ALC__how_much_have_your_listening_skills_improved_6__,_Since_enrolling_at_the_ALC__how_much_have_your_speaking_skills_improved_6__,_Since_enrolling_at_the_ALC__how_much_have_your_grammar_skills_improved_6__,_Since_enrolling_at_the_ALC__how_much_has_your_knowledge_of_vocabulary_and_idioms_improved_6__,_Since_enrolling_at_the_ALC__how_much_has_your_knowledge_of_American_culture_improved_6__,_Since_enrolling_at_the_ALC__how_much_have_your_pronunciation_skills_improved_6__,How_satisfied_are_you_with_the_academic_counseling_6_,How_satisfied_are_you_with_the_academic_counseling_Comment_6_,How_satisfied_are_you_with_the_visa_counseling_office_6_,How_satisfied_are_you_with_the_visa_counseling_office_Comment_6_,How_satisfied_are_you_with_the_Lindbrook_office_staff_6_,How_satisfied_are_you_with_the_Lindbrook_office_staff_Comment_6_,_How_satisfied_are_you_with_help_from_the_main_ALC_office__applications__enrollment_housing_6__,_How_satisfied_are_you_with_help_from_the_main_ALC_office_applications__enrollment_housing_comment_6_,How_satisfied_are_you_withUSATours_6_,How_satisfied_are_you_withUSATours_comment_6_,_In_Los_Angeles__I_am_living_6__,_In_Los_Angeles__I_am_living_comment_6__,_In_my_opinion__my_housing_was_6__,_In_my_opinion__my_housing_was_comment_6__,Will_you_recommend_ALC_to_your_friends_6_,Will_you_recommend_ALC_to_your_friends_comment_6_,Quarter
0x0190B6B749E4D80708D08B38A294B4D53041D89E9E339B9716E65C0B1AD62AAEC99EDC64411BD294AFBFD9801241F40781A17AE23FBCE047A646BDB37CE92BC185,160024543,8/2/2017 14:04,8/3/2017 12:20,131.179.60.204,Bella Anikst (101.1 Grammar/Writing),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,"Yes,I like Bella.She spent a lot of time teaching us.She is great .",NULL,Scott Gist(101.1 Listening & Speaking),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,"He is friendly ",NULL,Claudine Simha(101.1 Reading/Discussion),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,"She so cute ",NULL,Gene Kavenoki(Current Events),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,A- a lot,A- a lot,A- a lot,A- a lot,A- a lot,A- a lot,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,Hillside Residence Hall,NULL,A- very good,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
0x0115B8C26220A644576846554AD8AB3DA488B9C3E24CCB183A18F7A3971B9E30920095B02F26A5CAA21C47AB4D204A496CAE2975E04A916EE8D40AE807BF26FDAA,160024543,8/2/2017 11:27,8/2/2017 11:34,131.179.58.16,Claudine Simha(102.1 Grammar/Writing),Somewhat good,Somewhat good,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,Very dissatisfied,Somewhat satisfied,NULL,NULL,David Chrisman(102.1 Listening & Speaking),Somewhat good,Somewhat good,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,Very dissatisfied,Somewhat satisfied,NULL,NULL,Tom Wilde(102.1 Reading/Discussion),Somewhat good,Somewhat good,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,Very dissatisfied,Somewhat satisfied,NULL,NULL,Gene Kavenoki(Current Events),Somewhat good,Somewhat good,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,Somewhat dissatisfied,Somewhat satisfied,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,A- a lot,A- a lot,A- a lot,A- a lot,A- a lot,A- a lot,A- very satisfied,NULL,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,at Universal Student Housing apartments (USH),NULL,B- somewhat good,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
0x01C28B496A5F3A284B8BB6F081F9A066998A0E6E83C4D5ACE28CB9D5A8FACA6E71977B9F8BE980C0073845DC46A4C49D6D1670608DB355C5822C40BA9546D3C18D,160024543,8/2/2017 11:01,8/2/2017 12:21,131.179.58.56,Claudine Simha(102.1 Grammar/Writing),Somewhat bad,Somewhat good,I strongly agree,I somewhat agree,I somewhat agree,I somewhat agree,I strongly agree,Very satisfied,Very satisfied,"When I asked her questions, she answered anything kindly. ",NULL,David Chrisman(102.1 Listening & Speaking),Very good,Very good,I somewhat agree,I strongly agree,I strongly agree,I somewhat agree,I strongly agree,Very satisfied,Very satisfied,This class has good opportunity to improve my pronunciation.,NULL,Tom Wilde(102.1 Reading/Discussion),Very good,Very good,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,He gives me chance to participate many times. His explanation is easy to understand for me.,NULL,Gene Kavenoki(Current Events),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I don't have elective class.,I don't have elective class.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,A- a lot,B- some,A- a lot,A- a lot,B- some,A- a lot,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,"at a UCLA dormitory (Rieber Hall, Saxon Suites, etc.)",NULL,B- somewhat good,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
0x01CD81B388C46F0B46258E2395EF8C10C3E74A9EE0A0AC1DD3472F34196FED3E8005F13B4F37D5013054C0DDBE4557255EBE1F4444C77F661993CE43A19BD0A13D,160024543,8/2/2017 10:46,8/2/2017 10:52,131.179.58.66,Julie Norminton(405 Reading/Writing),Very good,Somewhat good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I somewhat agree,Very satisfied,Very satisfied,She is kind.,Nothing,Eleanor Comegys (405 Grammar Workshop),Very good,Somewhat good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,She is enthusiastic.,Nothing,Lana Koyadinovich (Active Listening and Speaking),Very good,Somewhat good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,She was  great.,Nothing,Joan Stein (Academic Vocabulary),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,She was generous.,Nothing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,A- a lot,A- a lot,B- some,B- some,B- some,C- not much,B- somewhat satisfied,NULL,E- did not use,NULL,E- did not use,NULL,E- did not use,NULL,E- did not use,NULL,"at a UCLA dormitory (Rieber Hall, Saxon Suites, etc.)",NULL,A- very good,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
0x01C8F4B791DC869C5B2A95E26A3AEBE73BB731A3ED7F93F3D10278FD87B3D9C2FBFC3F4E70C2CD8069F68FE19F0FE7A92AB2149E7CCD759DCEF4646BC0D0D0F40C,160024543,8/2/2017 10:28,8/2/2017 10:40,172.58.22.177,Lana Koyadinovich(103.2 Grammar/Writing),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,The contents are sufficient.  You must learn a lot in class.,More game lol,Gene Kavenoki(103.2 Reading & Discussion),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,Good. Teacher will guide you to think a lot.Not just tell you. You can remember a lot.,More game lol,Michael Daniels(103.2 Listening & Speaking),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,"You can practice your pronunciation a lot.  And Michael is very nice.  ",More game lol,Gene Kavenoki(Current Events),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B,B- some,A- a lot,A- a lot,B- some,A- a lot,B- some,B- somewhat satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,Oakwood Apartments,NULL,A- very good,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
0x015FE74597F36662FACAC400CA0C57B4EB53E835FAD83C5388D88828F16CEB222DDF5AD3B732F705A66FF52BE77805D2C8C4E81717780D6BC077C1BE4938C7A2DF,160024543,8/2/2017 10:17,8/2/2017 11:01,107.77.230.90,Joan Stein(103.1 Grammar/Writing),Very good,Somewhat good,I strongly agree,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Michael Daniels(103.1 Reading & Discussion),Somewhat good,Somewhat good,I somewhat agree,I somewhat agree,I strongly agree,I strongly agree,I somewhat agree,Somewhat satisfied,Somewhat satisfied,"I could learn how I should memorize some vocabularies and how to use those words. ","I wanted to learn strategy of reading. ",Ben Goldberg(103.1 Listening & Speaking),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,"The chance I can speak was enough during class. Impromptu speech was  very interesting because I had never do it. ","I have no idea. ",Joan Stein (Academic Vocabulary),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,I didn't take an elective class.,I didn't take an elective classes.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_B_Evaluations
0x0104486D9FF94CF6706F0ACD8EEF7A955EF3130BD66266B11B50CCD0B7E33877E15E0E7F16C601D1C71F82363A4F6E4F51895B33839F749730D7640ABA447E7A7A,160024543,7/31/2017 20:07,8/3/2017 21:37,45.49.189.158,Bella Anikst (101.1 Grammar/Writing),Very good,Somewhat good,I somewhat agree,I strongly agree,I somewhat agree,I strongly agree,I strongly agree,Somewhat satisfied,Somewhat satisfied,I think Bella is a very good teacher and very committed to the students. Always try to help the students. I think it should improve in listening more to the needs of the students. I am a teacher of prophecy and I see that he has talent to teach.,"I am totally disappointed with UCLA extension because I was not placed on a correct level. I have many deficiencies in grammar and very basic subjects, never miss class and always perform my assignments. But really I do not understand most of the topics discussed in class because I do not know the basics. I had to be my own teacher and I continued to fight alone.    I use traductor google",Scott Gist(101.1 Listening & Speaking),Somewhat good,Somewhat good,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,Somewhat satisfied,Somewhat satisfied,"I feel nervous every time I go to this class.    In class I would have liked to learn more.    I think he needs to listen to the needs of the students.    Thank  for helping me in the laboratory.  ","I would have liked to learn more.  ",Claudine Simha(101.1 Reading/Discussion),Somewhat good,Somewhat bad,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,I strongly agree,Somewhat satisfied,Somewhat satisfied,"vocabulary  dynamics   ",In class I would have liked to learn more.     She must attend to all students equally.   In seams the teacher sees that she does not want to be in the classroom.,Gene Kavenoki(Current Events),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,C- not much,C- not much,B- some,B- some,A- a lot,B- some,D- very unsatisfied,NULL,E- did not use,NULL,C- somewhat unsatisfied,"Very serious, they seem machines not human beings.",E- did not use,NULL,E- did not use,NULL,other rented residence,NULL,C- good,NULL,No,I was placed in a course where I did not correspond because I have many basic deficiencies and I believe that at this level is too much for me. They saw that I had so many deficiencies and did nothing for me.    I'm very disappointed,AIEP_Summer_2017_B_Evaluations
0x011A4E5095FD8926B09F5673EB2E4C06C26CDE4F2AF1D07FB895DC8F6FB5C88748613DD5951EB6D3EAB573F65195A72E6028132D39C72CC5CBA2077E77CDEE7C2D,214431379,8/2/2018 11:25,8/2/2018 11:31,12.167.63.210,Michael Daniels (103.2 Grammar/Writing),Somewhat good,Somewhat good,I somewhat agree,I somewhat agree,I strongly agree,I strongly agree,I somewhat agree,Very satisfied,Somewhat satisfied,NULL,NULL,Gene Kavenoki(103.2 Reading & Discussion),Somewhat good,Very good,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,Very satisfied,Somewhat satisfied,NULL,NULL,I have the same class everyday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tom Wilde (103.2Listening/Speaking),Very good,Very good,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,A,C- not much,C- not much,B- some,B- some,B- some,B- some,A- very satisfied,NULL,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,"at a UCLA dormitory (Rieber Hall, Saxon Suites, etc.)",NULL,D- somewhat bad,NULL,Yes,NULL,AIEP_Summer_2018_B_Evaluations
0x0144758375F462911363640911EED835CA92B3843CB22FA23663C546D3D6D702C7E0310C01689BEACA281F802A5FE5806B689DD2C56353772EED0E6B77550B4536,214431379,7/30/2018 20:53,7/30/2018 21:25,107.77.230.143,Michael Daniels (103.2 Grammar/Writing),Very good,Somewhat good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Very satisfied,"Michael likes listening our questions, so I felt comfortable to ask questions!",I couldn't come up with this answer.,Gene Kavenoki(103.2 Reading & Discussion),Very good,Somewhat good,I strongly agree,I somewhat disagree,I somewhat agree,I somewhat agree,I somewhat agree,Very satisfied,Very satisfied,"Gene likes giving us quizzes, and he sometimes ask us crazy questions.","I felt we almost checked homework's answers in this class, so we didn't enough time to discuss.",I have the same class everyday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tom Wilde (103.2Listening/Speaking),Very good,Very good,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Somewhat dissatisfied,Somewhat satisfied,"Tom always taught us with passion. He sometimes checked our pronunciation, so it was useful for me!","This class was fun, but sometimes got away from the topic.",B,B- some,B- some,B- some,B- some,A- a lot,A- a lot,E- did not use,NULL,E- did not use,NULL,A- very satisfied,NULL,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,"at a UCLA dormitory (Rieber Hall, Saxon Suites, etc.)",NULL,C- good,NULL,Yes,NULL,AIEP_Summer_2018_B_Evaluations
0x01B46F3C85AC810EC27637810886997933BA7F46B0B4561B9357E322B46574F95CF58DCCD0753D38A7CFF9C1751CA6CA837A91A96A04C841E258AF9E81EB7DBC15,214431379,7/27/2018 13:09,7/27/2018 13:10,169.232.67.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2018_B_Evaluations
0x013EAB88B1240242EF1321D32329869717F26750B5DB8925D900E37E17D11892AD95575538B243675A98DB8F9EC258BCDB4F877D3CC691F88EBC994B8026BC4717,214431379,7/26/2018 16:15,7/26/2018 16:20,172.91.89.77,Micheal Thomas(407 Reading/Writing),Very good,Very good,I strongly agree,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,N/A (We did not use a textbook in this class),Very satisfied,NULL,NULL,Julie Norminton (407 Grammar Workshop),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Darren Butts (Active Listening and Speaking),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,Joan Stein (Academic Vocabulary),Very good,Somewhat good,I strongly agree,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,N/A (We did not use a text book in this class),Somewhat satisfied,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B,B- some,A- a lot,B- some,B- some,B- some,B- some,E- did not use,NULL,E- did not use,NULL,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,E- did not use,NULL,with family/relatives,NULL,B- somewhat good,NULL,Yes,NULL,AIEP_Summer_2018_B_Evaluations
0x010B79155DD0D0A5A5C1EFCD67043E2118523CCFF8B551189ADF6559BFCEC56B60B774F6526F50F3AB402CA85950FDE5AC4F334FE5EEACE9DD2277051407DD6BB7,160024543,8/3/2017 14:13,8/3/2017 14:19,172.58.21.13,Micheal Thomas(407 Reading/Writing),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,N/A (We did not use a textbook in this class),Very satisfied,NULL,NULL,Kyle Duncan(407 Grammar Workshop),Very good,Very good,I strongly agree,I strongly agree,I somewhat agree,I strongly agree,I strongly agree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,Lana Koyadinovich (Active Listening and Speaking),Somewhat good,Somewhat good,I somewhat agree,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,Gene Kavenoki(Current Events),Very good,Somewhat good,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,A- a lot,A- a lot,A- a lot,A- a lot,A- a lot,A- a lot,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,other rented residence,NULL,C- good,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
0x01798CFC133976C34D9384054ACEF401AD21A9C8C463CADC57E83E01024134B573CBC37C243409FD5FFF88E15BF0B7F8A4F983401DEEAFD5039A870D89A4C5B3D2,160024543,8/2/2017 17:56,8/2/2017 17:59,169.232.189.173,Julie Norminton(405 Reading/Writing),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Eleanor Comegys (405 Grammar Workshop),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Scott Gist(English ThroughMovies),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Fawzia Mohamed(104 TOEFL),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,A- a lot,B- some,B- some,B- some,B- some,A- a lot,A- very satisfied,NULL,E- did not use,NULL,A- very satisfied,NULL,A- very satisfied,NULL,E- did not use,NULL,"at a UCLA dormitory (Rieber Hall, Saxon Suites, etc.)",NULL,A- very good,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
0x016705CCAF6CB059122648350BBBC002B8C22AB1B5DCB5AA01EC974CBC3A1EB4841E1B3DD3B186DD39CBF2F8B2CE80C1B440B20D714737F151D3200DF4F5740CCD,160024543,8/2/2017 12:46,8/2/2017 12:48,131.179.60.173,Shelley Reece(104.1 Grammar/Writing),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Lana Koyadinovich(104.1 Reading & Discussion),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Lana Koyadinovich (Active Listening and Speaking),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Joan Stein (Academic Vocabulary),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,A- a lot,A- a lot,A- a lot,A- a lot,A- a lot,A- a lot,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,Hillside Residence Hall,NULL,A- very good,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
0x011323E76A326B13A4F1C806A4E641A71F74DE40F106C9145632A18DA1A0374C9FFB5CD5A0F056F11665F3E026FA4BB520E238DB90EC76BF127ADC0BE50ADA717B,160024543,8/2/2017 11:03,8/2/2017 11:09,131.179.60.242,David Chrisman(104.2 Grammar/Writing),Somewhat good,Somewhat good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,He always give a chance to participate in class,NULL,Shelley Reece (104.2 Reading & Discussion),Very good,Very good,I somewhat agree,I strongly agree,I strongly agree,I somewhat agree,I strongly agree,Very satisfied,Very satisfied,She's always willing to ask my question.,NULL,Scott Gist(English ThroughMovies),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I somewhat agree,Very satisfied,Very satisfied,NULL,NULL,Fawzia Mohamed(104 TOEFL),Very good,Somewhat good,I somewhat agree,I somewhat agree,I strongly agree,I strongly agree,I somewhat agree,Somewhat satisfied,Very satisfied,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,B- some,A- a lot,B- some,A- a lot,C- not much,C- not much,A- very satisfied,NULL,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,A- very satisfied,NULL,B- somewhat satisfied,NULL,"at a UCLA dormitory (Rieber Hall, Saxon Suites, etc.)",NULL,A- very good,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
0x01F0230DCB253453ED288A3486BE9F9462F5922709408C8A91AD0DE5CD265E21188035A3E721C8CB9EDD8E981BF9136B151DBB159F770BF90CBA22A1270413882F,160024543,8/2/2017 10:57,8/2/2017 11:01,131.179.58.132,Shelley Reece(104.1 Grammar/Writing),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Lana Koyadinovich(104.1 Reading & Discussion),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Scott Gist(English ThroughMovies),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Joan Stein (Academic Vocabulary),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,A- a lot,A- a lot,A- a lot,A- a lot,A- a lot,A- a lot,E- did not use,NULL,E- did not use,NULL,A- very satisfied,NULL,E- did not use,NULL,E- did not use,NULL,"at a UCLA dormitory (Rieber Hall, Saxon Suites, etc.)",NULL,D- somewhat bad,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
